UniqueID,disbursed_amount,asset_cost,ltv,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,MobileNo_Avl_Flag,Aadhar_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
481355,60447,69000,89.86,22764,86,1733,09/01/1983,Salaried,29/12/2016,4,1,1,0,0,0,605,H-Medium Risk,1,0,0,0,0,0,0,0,0,6yrs 4mon,6yrs 4mon,1,1
493411,54059,66543,84.16,18317,86,2980,28/02/1995,Salaried,05/03/2017,14,1,1,0,0,0,613,H-Medium Risk,4,1,0,15825,18990,18990,1821,1,0,0yrs 3mon,0yrs 6mon,0,0
494091,47500,64243,76.27,15884,86,4628,10/02/1961,Salaried,16/03/2017,8,1,1,0,0,0,607,H-Medium Risk,4,2,0,469490,545000,545000,19911,0,1,4yrs 9mon,8yrs 4mon,0,0
558611,44349,58421,78.74,23373,45,730,01/01/1986,Self employed,18/01/2018,18,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,30000,30000,30000,1440,1,0,0yrs 0mon,0yrs 0mon,1,0
557286,50303,78815,64.71,22933,86,5071,13/11/1993,Self employed,07/01/2018,3,1,0,1,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0,0,1yrs 7mon,1yrs 7mon,0,0
501858,54929,67568,85.2,18520,86,6752,28/02/1990,Salaried,10/05/2017,13,1,0,1,0,0,615,H-Medium Risk,1,1,0,54052,64144,64144,0,0,0,3yrs 7mon,3yrs 7mon,0,1
507292,55020,68761,82.55,23311,86,6734,31/10/1963,Salaried,01/06/2017,13,1,0,1,0,0,626,H-Medium Risk,5,2,2,414718,710000,710000,27499,0,0,4yrs 3mon,10yrs 9mon,0,0
509999,49178,57100,88.62,16053,45,369,01/01/1988,NA,23/06/2017,11,1,1,0,0,0,618,H-Medium Risk,2,0,0,0,0,0,0,0,0,2yrs 0mon,2yrs 4mon,0,0
511408,57259,73340,79.08,23432,51,3704,18/07/1991,Salaried,04/07/2017,8,1,1,0,0,0,624,H-Medium Risk,2,1,0,25499,42012,42012,6378,0,1,5yrs 11mon,8yrs 11mon,0,1
556697,52303,72574,73.03,23878,49,5944,01/06/1967,Self employed,07/01/2018,3,1,1,0,0,0,447,K-High Risk,12,4,2,409039,817747,817747,8384,0,0,3yrs 2mon,13yrs 9mon,0,0
557699,56013,78405,73.97,18399,51,5034,06/06/1985,Self employed,07/01/2018,3,1,1,0,0,0,496,K-High Risk,3,3,1,277723,394825,394825,0,0,0,1yrs 2mon,1yrs 9mon,0,0
557875,55259,70600,80.74,15680,45,1794,14/11/1983,Self employed,07/01/2018,4,1,1,0,0,0,14,Not Scored: Only a Guarantor,4,4,0,2653253,2574000,2574000,10009,0,0,3yrs 8mon,4yrs 0mon,0,0
554825,64419,78058,84.55,17980,86,3373,04/05/1980,Self employed,27/12/2017,9,1,0,0,1,0,825,A-Very Low Risk,4,0,0,0,0,0,2150,0,0,1yrs 6mon,2yrs 2mon,0,0
525986,45549,67294,70.14,23396,86,2109,03/03/1991,Salaried,17/08/2017,4,1,1,0,0,0,624,H-Medium Risk,3,1,0,8350,16700,16700,2971,1,0,1yrs 1mon,2yrs 0mon,0,0
556373,53452,66983,84.95,15685,86,1862,16/05/1995,Self employed,27/12/2017,4,1,1,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,3483,0,0,0yrs 7mon,0yrs 7mon,1,0
554535,87120,104910,84.93,14975,86,1738,24/10/1983,Self employed,27/12/2017,4,1,1,0,0,0,766,B-Very Low Risk,11,3,0,68573,154983,154983,0,0,0,2yrs 7mon,8yrs 7mon,0,0
555318,59213,78069,78.14,17916,86,6092,22/02/1985,Self employed,27/12/2017,3,1,1,1,0,0,706,D-Very Low Risk,2,2,0,3100,36710,36710,1810,0,0,1yrs 5mon,1yrs 6mon,0,1
555040,44849,74978,61.35,24176,86,7341,01/01/1985,Self employed,27/12/2017,7,1,1,0,0,0,657,F-Low Risk,1,1,0,149000,149000,149000,0,1,1,0yrs 5mon,0yrs 5mon,0,0
601518,45149,66000,70.45,20672,51,1794,29/10/1971,Salaried,24/07/2018,4,1,1,0,0,0,742,C-Very Low Risk,10,6,0,1026278,1483635,1442425,0,1,0,2yrs 9mon,11yrs 1mon,0,0
556169,42894,60640,73.38,23960,48,5962,02/03/1982,Self employed,27/12/2017,3,1,0,1,0,0,627,H-Medium Risk,1,0,0,0,0,0,0,0,0,4yrs 2mon,4yrs 2mon,0,0
555297,43849,80891,56.25,22740,86,5110,01/01/1987,Self employed,27/12/2017,3,1,1,0,0,0,523,J-High Risk,1,1,1,42033,50000,50000,0,0,0,0yrs 8mon,0yrs 8mon,0,0
550349,55759,72150,79,20973,120,3335,21/06/1993,Salaried,13/11/2017,9,1,0,1,0,0,613,H-Medium Risk,7,3,1,70704,79186,79186,4511,6,0,0yrs 2mon,0yrs 9mon,2,0
555848,95392,143070,69.83,22748,49,1834,24/06/1994,Self employed,27/12/2017,4,1,0,0,1,0,502,K-High Risk,5,3,0,56995,120401,131310,1438,0,1,1yrs 11mon,2yrs 11mon,0,1
555565,58013,74777,79.57,17904,51,1651,18/09/1975,Self employed,27/12/2017,4,1,1,0,0,0,300,M-Very High Risk,8,4,2,660379,646500,646500,18360,1,1,2yrs 1mon,5yrs 2mon,2,1
555604,49078,76097,67.02,22740,86,5188,18/01/1981,Self employed,27/12/2017,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
555804,37240,52835,73.81,18170,51,5294,29/07/1983,Self employed,27/12/2017,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
557542,62431,80000,79.02,14770,51,1661,27/01/1986,Salaried,07/01/2018,4,1,1,0,0,0,609,H-Medium Risk,2,1,0,778,20000,8907,0,0,0,1yrs 9mon,2yrs 2mon,0,0
564677,52538,93535,57.77,14614,86,4627,10/01/1993,Salaried,03/03/2018,8,1,1,0,0,0,606,H-Medium Risk,5,0,0,0,0,0,1.00E+05,0,0,0yrs 7mon,1yrs 0mon,0,0
556319,58459,70804,84.74,20470,86,3382,01/01/1994,Self employed,27/12/2017,9,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,13842,13842,13842,2307,1,0,0yrs 0mon,0yrs 0mon,1,0
566570,52778,70909,77.42,16764,86,2400,01/07/1967,Salaried,14/03/2018,4,1,0,1,0,0,607,H-Medium Risk,34,9,1,123637,279883,279883,1629,5,2,0yrs 10mon,2yrs 6mon,0,0
574110,69123,96496,73.58,20639,48,6998,01/02/1973,Salaried,16/04/2018,7,1,1,0,0,0,610,H-Medium Risk,8,6,0,1930106,2103340,2103340,22460,2,2,1yrs 4mon,6yrs 7mon,0,0
551602,109553,188711,60.41,12797,67,4913,10/04/1974,Self employed,24/11/2017,3,1,0,1,0,0,784,B-Very Low Risk,3,2,0,293490,394570,394570,0,1,0,0yrs 11mon,1yrs 9mon,0,0
580867,42094,74250,58.32,17285,86,2782,10/05/1976,Salaried,08/05/2018,2,1,1,0,0,0,619,H-Medium Risk,8,6,1,1175774,1253162,1253162,26905,3,1,1yrs 8mon,4yrs 0mon,0,0
583881,64213,72736,89.36,23405,51,3791,21/01/1964,Salaried,30/05/2018,8,1,1,0,0,0,624,H-Medium Risk,21,8,0,207556,363575,363575,61956,1,0,1yrs 8mon,8yrs 1mon,0,0
552367,60947,79613,79.13,23173,86,5858,11/12/1993,Self employed,24/11/2017,3,1,1,0,0,0,763,B-Very Low Risk,6,2,0,114004,155000,155000,17600,1,0,0yrs 10mon,1yrs 5mon,1,0
552333,50303,67986,76.49,14004,86,6267,10/06/1977,Self employed,24/11/2017,5,1,1,0,0,0,738,C-Very Low Risk,26,3,0,72522,95900,95900,30514,2,0,0yrs 10mon,1yrs 6mon,1,0
596952,63447,74952,86.72,21347,86,2578,01/01/1987,Salaried,24/07/2018,4,1,1,0,0,0,627,H-Medium Risk,8,5,1,128928,81040,193040,0,1,0,1yrs 8mon,3yrs 7mon,0,0
598133,44599,62310,73.82,16846,45,2578,01/01/1994,Salaried,24/07/2018,4,1,1,0,0,0,608,H-Medium Risk,3,1,1,9067,42670,42670,3073,0,1,1yrs 5mon,2yrs 3mon,0,1
602594,45649,68456,67.93,14234,86,2692,05/10/1970,Self employed,24/07/2018,4,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1620,0,0,2yrs 1mon,2yrs 1mon,0,0
552541,51078,77315,68.55,23512,86,6892,16/02/1985,Self employed,24/11/2017,13,1,0,1,0,0,710,D-Very Low Risk,7,3,0,77399,137223,136000,22420,2,0,0yrs 7mon,0yrs 11mon,2,1
551960,39394,57664,71.1,22856,51,60,29/04/1987,Self employed,24/11/2017,1,1,1,0,0,0,654,F-Low Risk,4,4,1,14273,37464,37464,3375,2,1,1yrs 6mon,5yrs 1mon,1,0
601335,57219,66630,87.89,22727,45,1509,01/01/1969,Self employed,24/07/2018,6,1,1,0,0,0,774,B-Very Low Risk,2,1,0,1600,59000,59000,3073,0,0,2yrs 2mon,2yrs 11mon,0,0
551917,27123,72034,39.7,15271,86,998,10/01/1973,Self employed,24/11/2017,6,1,0,1,0,0,601,H-Medium Risk,4,2,1,404975,404975,404975,0,1,0,1yrs 1mon,2yrs 7mon,0,0
605138,58259,74263,79.45,15686,49,39,04/06/1984,Salaried,04/08/2018,1,1,1,1,0,0,630,H-Medium Risk,3,0,0,0,0,0,10676,0,0,1yrs 9mon,2yrs 0mon,0,0
606829,56259,76851,75.47,22817,86,1347,01/01/1988,Salaried,04/08/2018,6,1,1,0,0,0,611,H-Medium Risk,4,1,0,57330,52000,52000,3533,1,0,1yrs 4mon,2yrs 4mon,0,1
551737,72816,103129,71.75,22776,49,6207,11/09/1981,Self employed,24/11/2017,5,1,1,0,0,0,563,J-High Risk,1,1,0,87535,1.00E+05,1.00E+05,0,0,0,0yrs 10mon,0yrs 10mon,0,1
611144,53603,70414,78.11,16505,86,1323,01/06/1974,Salaried,15/08/2018,6,1,1,0,0,0,608,H-Medium Risk,1,0,0,0,0,0,0,0,0,2yrs 7mon,2yrs 7mon,0,0
614738,66461,80696,85,18089,86,3378,10/07/1995,Salaried,15/08/2018,9,1,1,0,0,0,602,H-Medium Risk,1,0,0,0,0,0,9,0,0,0yrs 8mon,0yrs 8mon,0,0
552912,45105,60136,78.49,22856,51,29,27/01/1993,Self employed,24/11/2017,1,1,1,0,0,0,300,M-Very High Risk,3,1,1,11688,47188,47188,6804,0,0,1yrs 2mon,1yrs 10mon,0,1
553113,58693,75046,80.95,17139,86,1972,01/01/1978,Self employed,24/11/2017,4,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,62732,0,0,0yrs 3mon,0yrs 3mon,0,0
549544,74123,92500,81.08,15097,86,2386,11/09/1985,Self employed,13/11/2017,4,1,1,0,0,0,781,B-Very Low Risk,31,1,0,9879,38424,38424,498,0,0,0yrs 9mon,3yrs 11mon,0,0
629330,77079,104051,74.96,24159,51,3687,27/03/1994,Salaried,17/09/2018,8,1,1,0,0,0,626,H-Medium Risk,9,4,0,39444,81500,81500,9768,3,0,0yrs 7mon,0yrs 11mon,0,1
550683,58700,67276,89.18,16309,45,7084,06/05/1977,Self employed,13/11/2017,10,1,1,0,0,0,763,B-Very Low Risk,1,1,0,3250,13000,13000,1625,1,0,0yrs 3mon,0yrs 3mon,0,0
630410,54519,73300,79.13,21426,49,6971,02/02/1989,Salaried,17/09/2018,7,1,1,0,0,0,623,H-Medium Risk,3,1,0,0,90000,90000,329,0,0,1yrs 9mon,2yrs 7mon,0,0
630932,57259,69721,83.19,14133,45,3749,25/12/1976,Salaried,17/09/2018,8,1,1,0,0,0,608,H-Medium Risk,37,17,1,274052,481918,481918,22339,8,0,0yrs 10mon,2yrs 8mon,2,0
633917,61447,70171,89.07,22867,86,3568,02/06/1990,Salaried,28/09/2018,9,1,0,0,1,0,624,H-Medium Risk,2,2,0,318786,247425,247425,65415,0,0,0yrs 8mon,0yrs 10mon,1,1
550576,56370,64570,89.98,14823,45,5269,15/11/1985,Self employed,13/11/2017,3,1,0,1,0,0,738,C-Very Low Risk,9,1,0,21626,25206,25206,11952,1,0,0yrs 10mon,2yrs 1mon,11,0
550767,43594,67500,66.67,20470,86,3339,16/06/1992,Self employed,13/11/2017,9,1,1,0,0,0,738,C-Very Low Risk,2,1,0,12190,20000,20000,2966,0,0,1yrs 5mon,2yrs 1mon,0,0
650339,59213,68858,88.59,21911,86,1316,01/01/1985,Salaried,31/10/2018,6,1,1,0,0,0,608,H-Medium Risk,24,5,0,172519,262990,262990,19303,3,0,1yrs 2mon,2yrs 11mon,0,0
550330,97990,112010,88.83,15899,86,1651,18/08/1991,Self employed,13/11/2017,4,1,1,0,0,0,709,D-Very Low Risk,1,1,0,21952,25000,27730,0,0,0,1yrs 8mon,1yrs 8mon,0,0
422231,50203,64200,81,17175,45,3343,18/05/1973,Salaried,07/03/2016,9,1,1,0,0,0,578,I-Medium Risk,14,5,1,118278,193096,193096,10913,1,0,1yrs 1mon,3yrs 1mon,2,0
549378,55739,83506,69.49,21846,86,5697,15/09/1993,Self employed,13/11/2017,3,1,0,1,0,0,681,E-Low Risk,1,1,0,15000,15000,15000,0,0,0,0yrs 9mon,0yrs 9mon,0,1
427689,51078,58984,89.85,21556,45,768,10/04/1962,Salaried,20/04/2016,18,1,1,0,0,0,591,I-Medium Risk,7,1,0,405895,460000,460000,20275,0,1,1yrs 3mon,2yrs 11mon,0,1
548835,55013,101870,55.95,23138,48,5939,11/09/1991,Self employed,13/11/2017,3,1,1,0,0,0,680,F-Low Risk,5,5,0,33325,75888,75888,0,3,0,0yrs 4mon,0yrs 9mon,0,0
547111,44349,68660,67,23126,48,5955,01/01/1984,Self employed,13/11/2017,3,1,0,1,0,0,605,H-Medium Risk,1,1,0,0,463000,463000,0,0,0,3yrs 11mon,3yrs 11mon,0,1
548332,57659,70011,84.27,18166,86,1429,01/01/1965,Self employed,13/11/2017,6,1,1,0,0,0,540,J-High Risk,16,4,1,101566,217800,217800,0,1,1,1yrs 3mon,4yrs 0mon,0,1
448563,57459,73750,79.32,17408,51,3352,02/10/1980,Salaried,08/08/2016,9,1,1,0,0,0,586,I-Medium Risk,2,0,0,0,0,0,1317,0,0,1yrs 0mon,2yrs 1mon,1,0
549987,54373,95044,59.97,24255,48,6646,14/05/1994,Self employed,13/11/2017,13,1,1,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,676280,515000,515000,0,1,0,0yrs 0mon,0yrs 0mon,0,1
543729,58259,77918,77,18392,86,2004,01/01/1992,Self employed,02/11/2017,4,1,1,0,0,0,832,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0yrs 9mon,1yrs 0mon,0,0
544228,59259,66880,89.71,24496,45,4144,10/11/1992,Self employed,02/11/2017,8,1,1,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,1760,0,0,0yrs 5mon,0yrs 10mon,1,0
545663,53078,73000,75.34,22499,45,5012,01/09/1988,Self employed,02/11/2017,3,1,1,0,0,0,832,A-Very Low Risk,7,0,0,0,0,0,0,0,0,0yrs 3mon,0yrs 6mon,0,0
597042,42522,65250,66.97,16565,45,1515,31/12/1969,Self employed,24/07/2018,6,1,1,0,0,0,667,F-Low Risk,2,2,0,253000,276000,276000,0,0,0,0yrs 8mon,0yrs 9mon,0,0
464506,48749,55655,88.76,23418,86,3567,15/03/1988,Salaried,24/10/2016,9,1,0,0,1,0,589,I-Medium Risk,6,1,0,127816,140000,140000,7204,0,0,1yrs 7mon,4yrs 1mon,0,0
487831,47467,57438,85,17138,45,1969,05/05/1981,Salaried,31/01/2017,4,1,1,0,0,0,593,I-Medium Risk,1,0,0,0,0,0,0,0,0,1yrs 3mon,1yrs 3mon,0,0
546142,51103,66123,79.85,16092,51,30,14/08/1976,Self employed,02/11/2017,1,1,1,0,0,0,772,B-Very Low Risk,7,2,0,144539,157861,157861,10222,1,0,1yrs 10mon,5yrs 0mon,1,0
545599,53578,61800,89,23416,45,304,01/01/1986,Self employed,02/11/2017,11,1,1,0,0,0,738,C-Very Low Risk,1,1,0,9032,25900,25900,1439,0,0,0yrs 8mon,0yrs 8mon,0,0
545869,41381,71570,59.94,23483,51,2721,23/07/1985,Self employed,02/11/2017,4,1,1,0,0,0,738,C-Very Low Risk,7,4,0,53462,76536,76536,8538,1,0,0yrs 11mon,1yrs 8mon,1,1
493884,55759,63500,89.76,15706,45,3836,19/05/1978,Salaried,16/03/2017,8,1,1,0,0,0,597,I-Medium Risk,3,1,0,119186,2.00E+05,2.00E+05,9702,0,0,2yrs 2mon,2yrs 8mon,0,1
546006,58513,66278,89.77,20333,45,1243,16/01/1982,Self employed,02/11/2017,6,1,1,0,0,0,738,C-Very Low Risk,16,1,0,19069,20000,20000,18413,1,0,1yrs 1mon,2yrs 0mon,7,0
543813,57813,81757,71.92,22442,49,6814,01/04/1965,Self employed,02/11/2017,13,1,0,1,0,0,651,F-Low Risk,6,3,0,25925,65165,65165,7449,0,1,1yrs 0mon,1yrs 7mon,2,0
546741,60061,77553,80.72,20343,120,2079,01/01/1984,Self employed,02/11/2017,4,1,1,0,0,0,590,I-Medium Risk,2,1,0,4.00E+05,4.00E+05,4.00E+05,0,1,0,1yrs 9mon,3yrs 5mon,0,0
499679,44249,66124,68.81,18166,86,1509,19/04/1979,Salaried,29/04/2017,6,1,0,1,0,0,593,I-Medium Risk,1,1,0,31465,31000,31000,0,0,0,1yrs 2mon,1yrs 2mon,0,0
504917,64382,73514,89.78,16815,86,2298,31/10/1992,Salaried,01/06/2017,4,1,1,0,0,0,597,I-Medium Risk,2,0,0,0,0,0,0,0,0,3yrs 0mon,3yrs 1mon,0,0
599428,65169,77802,84.83,15663,86,3342,09/10/1970,Self employed,24/07/2018,9,1,1,0,0,0,613,H-Medium Risk,1,1,0,129438,96000,96000,0,1,0,0yrs 4mon,0yrs 4mon,0,1
542304,57013,80539,73.26,23704,49,5645,01/01/1967,Self employed,22/10/2017,3,1,1,0,0,0,738,C-Very Low Risk,2,2,0,43754,87980,87980,1610,0,0,1yrs 3mon,1yrs 11mon,0,0
542931,67169,80000,85,14770,86,1654,10/09/1986,Self employed,22/10/2017,4,1,1,0,0,0,680,F-Low Risk,9,6,0,84526,148504,148504,8831,4,0,0yrs 8mon,1yrs 7mon,1,0
541034,59713,68461,89.1,23355,86,1831,01/06/1967,Self employed,22/10/2017,4,1,1,0,0,0,640,G-Low Risk,14,7,1,3493193,3770970,3770970,56864,3,0,1yrs 3mon,4yrs 11mon,1,0
541902,63882,82650,79.85,14021,51,5074,13/12/1997,NA,22/10/2017,3,1,0,1,0,0,599,I-Medium Risk,2,1,1,5476,6516,6516,2783,1,1,0yrs 4mon,0yrs 6mon,0,0
540717,43894,63326,71.06,23373,45,730,11/01/1984,Self employed,22/10/2017,18,1,1,0,0,0,626,H-Medium Risk,1,0,1,0,0,0,0,0,0,4yrs 4mon,4yrs 4mon,0,0
540539,42194,53976,79.29,18651,48,3769,25/09/1975,Self employed,22/10/2017,8,1,1,0,0,0,593,I-Medium Risk,11,2,0,38708,135000,136633,0,0,0,1yrs 1mon,2yrs 7mon,0,0
549352,48045,66051,74.03,15889,86,381,30/08/1988,Salaried,13/11/2017,11,1,1,0,0,0,592,I-Medium Risk,1,1,0,1201035,9.00E+05,9.00E+05,0,0,0,5yrs 8mon,5yrs 8mon,0,0
550746,59840,68422,89.74,16016,86,1357,01/06/1989,Salaried,13/11/2017,6,1,1,0,0,0,599,I-Medium Risk,1,1,1,4004,7961,7961,1387,1,1,0yrs 4mon,0yrs 4mon,1,1
554104,67282,99704,69.2,17635,49,1438,27/09/1994,Salaried,24/11/2017,6,1,0,1,0,0,584,I-Medium Risk,1,1,0,0,41000,41000,2634,0,1,1yrs 10mon,1yrs 10mon,0,1
542764,59013,68657,87.39,23115,86,5577,02/02/1979,Self employed,22/10/2017,3,1,1,0,0,0,572,I-Medium Risk,22,5,1,258278,415000,415000,44050,1,0,1yrs 0mon,2yrs 5mon,1,0
542076,45389,62943,76.26,17436,48,2593,19/10/1988,Self employed,22/10/2017,4,1,1,0,0,0,428,K-High Risk,3,1,2,0,0,0,0,0,1,0yrs 8mon,2yrs 0mon,0,1
542961,56013,70573,81.48,21846,86,5697,23/01/1997,Self employed,22/10/2017,3,1,0,1,0,0,320,L-Very High Risk,1,1,1,15637,53211,53211,2273,0,1,2yrs 4mon,2yrs 4mon,0,1
599820,54613,64572,86.11,23770,86,953,01/01/1969,Salaried,24/07/2018,6,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
606630,68169,108475,64.53,17468,49,2578,01/01/1970,Salaried,04/08/2018,4,1,1,0,0,0,792,B-Very Low Risk,2,1,0,2316741,2795000,2795000,0,0,0,6yrs 4mon,9yrs 0mon,0,0
603542,68882,93758,74.66,15694,86,3024,25/07/1969,Salaried,04/08/2018,14,1,1,0,0,0,300,M-Very High Risk,11,2,2,0,300010,300010,9129,0,0,3yrs 4mon,11yrs 9mon,1,0
603417,50703,67173,77.41,17901,45,1446,01/01/1972,Salaried,04/08/2018,6,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,1149037,1150000,1150000,0,1,0,0yrs 4mon,0yrs 4mon,0,0
613846,54759,63210,88.59,23798,45,1536,06/03/1983,Salaried,15/08/2018,6,1,1,0,0,0,599,I-Medium Risk,2,1,0,39569,50000,50000,1500,0,0,1yrs 6mon,2yrs 7mon,0,0
542567,46869,70194,69.81,18388,86,5109,16/11/1973,Self employed,22/10/2017,3,1,1,0,0,0,300,M-Very High Risk,3,2,2,199150,539150,539150,1662,1,0,1yrs 8mon,5yrs 1mon,0,0
623078,58759,74964,79.37,20520,45,1060,11/07/1990,Salaried,06/09/2018,6,1,0,1,0,0,587,I-Medium Risk,4,2,0,817693,710091,710091,4751,1,0,1yrs 11mon,2yrs 8mon,0,1
541968,54433,65200,85,22684,45,1653,03/08/1977,Self employed,22/10/2017,4,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,2,0,51848,57745,57745,0,2,0,0yrs 2mon,0yrs 2mon,2,0
640470,70517,89800,80.4,20675,86,1754,20/09/1979,Salaried,20/10/2018,4,1,1,0,0,0,598,I-Medium Risk,5,1,1,13911,15000,15000,834,1,0,1yrs 1mon,2yrs 10mon,0,0
644157,50278,74325,68.89,18238,120,2343,22/12/1983,Salaried,20/10/2018,4,1,1,0,0,0,587,I-Medium Risk,5,5,2,709398,772628,773389,8519,1,1,2yrs 3mon,5yrs 9mon,0,0
644249,48878,66291,76.07,16611,45,4107,05/06/1974,Salaried,20/10/2018,8,1,1,0,0,0,589,I-Medium Risk,30,5,0,494585,483000,483000,2484298,3,1,1yrs 1mon,3yrs 2mon,0,0
650544,77079,91854,84.92,23384,86,3709,02/10/1990,Salaried,31/10/2018,8,1,1,0,0,0,572,I-Medium Risk,1,1,1,4856,14572,14572,2538,1,1,0yrs 5mon,0yrs 5mon,1,1
540374,60963,73928,84.54,17980,86,3396,05/06/1962,Self employed,22/10/2017,9,1,0,0,0,1,14,Not Scored: Only a Guarantor,1,1,1,10091566,1.00E+07,1.00E+07,0,1,1,3yrs 11mon,5yrs 2mon,0,0
425528,40644,65206,64.41,17980,86,3363,02/06/1992,Salaried,09/04/2016,9,1,1,1,0,0,531,J-High Risk,2,2,0,94409,115606,115606,2688,0,0,3yrs 8mon,4yrs 9mon,0,0
426827,70194,81546,88.76,23396,86,1927,01/06/1956,Salaried,20/04/2016,4,1,1,0,0,0,569,J-High Risk,3,1,0,913,5000,5000,25000,0,1,2yrs 8mon,4yrs 7mon,0,0
434484,45291,90794,52.76,16166,48,6810,24/11/1977,Salaried,23/05/2016,13,1,0,1,0,0,559,J-High Risk,1,1,1,28435,46845,46845,0,0,0,4yrs 8mon,4yrs 8mon,0,0
435136,46249,67320,71.15,22304,45,6926,06/10/1995,Salaried,14/06/2016,12,1,1,0,0,0,561,J-High Risk,2,2,0,69673,96000,96000,0,0,0,0yrs 10mon,1yrs 2mon,0,1
436671,52079,62997,88.89,18077,86,1836,19/01/1986,Salaried,14/06/2016,4,1,1,0,0,0,563,J-High Risk,2,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 8mon,0,1
436784,53754,74838,77.5,20690,86,7125,06/10/1980,Salaried,14/06/2016,10,1,1,0,0,0,542,J-High Risk,1,1,0,1564393,1800000,1800000,17617,0,1,0yrs 8mon,0yrs 8mon,0,1
446748,54859,78274,72.82,16764,86,2407,05/10/1991,Salaried,08/08/2016,4,1,1,0,0,0,565,J-High Risk,3,3,0,246581,339858,339858,2971,1,0,2yrs 10mon,6yrs 10mon,0,0
463252,53078,73410,74.92,23480,51,6591,31/12/1980,Salaried,24/10/2016,13,1,1,0,0,0,550,J-High Risk,4,2,0,531461,550000,550000,31394,1,1,0yrs 8mon,1yrs 4mon,0,0
472133,57259,82650,70.78,20716,86,4538,22/06/1966,Salaried,07/12/2016,8,1,1,0,0,0,549,J-High Risk,1,1,0,520732,7.00E+05,7.00E+05,8361,0,0,7yrs 9mon,7yrs 9mon,0,0
474098,47500,67591,72.49,15359,86,2968,04/06/1974,Salaried,07/12/2016,14,1,1,0,0,0,526,J-High Risk,12,5,2,600589,1619985,1619985,41664,0,2,1yrs 6mon,4yrs 6mon,0,0
540915,49523,73805,69.1,17014,45,2069,01/01/1978,Self employed,22/10/2017,4,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,380012,383171,383171,5722,1,0,0yrs 1mon,0yrs 1mon,1,0
492838,37939,66615,58.55,16700,86,6458,17/12/1988,Salaried,05/03/2017,5,1,1,0,0,0,523,J-High Risk,1,1,1,219198,152000,152000,1617,0,0,6yrs 0mon,6yrs 0mon,0,0
543026,48058,63922,79.78,22163,49,4909,01/01/1987,Self employed,22/10/2017,3,1,0,1,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,7207,7207,7207,1027,1,0,0yrs 0mon,0yrs 0mon,1,0
538670,48749,68203,73.31,18166,86,1508,28/12/1978,Self employed,11/10/2017,6,1,1,0,0,0,708,D-Very Low Risk,4,2,0,28460,45990,45990,0,2,0,0yrs 7mon,1yrs 0mon,0,0
539163,50303,65148,78.28,22350,86,1449,28/05/1979,Self employed,11/10/2017,6,1,1,0,0,0,706,D-Very Low Risk,3,1,0,0,19990,19990,855,0,0,1yrs 1mon,1yrs 9mon,0,0
518001,42694,61500,71.22,18625,45,363,01/01/1968,Salaried,26/07/2017,11,1,1,0,0,0,563,J-High Risk,2,2,0,745380,935000,935000,10712,0,1,5yrs 9mon,8yrs 10mon,0,1
521034,71123,91135,79,18231,86,4419,13/06/1959,Salaried,06/08/2017,8,1,1,0,0,0,561,J-High Risk,1,1,0,-2043,48192,48192,3240,0,1,1yrs 10mon,1yrs 10mon,0,0
539651,47049,60380,79.83,17413,86,738,29/03/1981,Self employed,11/10/2017,18,1,1,0,0,0,697,E-Low Risk,27,16,0,4053030,8155581,8285561,82,3,0,1yrs 6mon,5yrs 9mon,1,0
