UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
542708,54547,63043,89.78,61,18344,45,1353,19/09/1970,Salaried,27/09/2018,6,1521,1,0,0,1,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,10970,10970,10970,1939,1,0,0yrs 1mon,0yrs 1mon,0,0
630410,54519,73300,79.13,103,21426,49,6971,02/02/1989,Salaried,27/10/2018,7,2782,1,1,0,0,0,0,623,H-Medium Risk,3,1,0,0,90000,90000,329,0,0,1yrs 9mon,2yrs 7mon,0,0
630066,54513,68016,82.33,79,23372,86,735,01/05/1982,Self employed,27/10/2018,18,3222,1,1,1,0,0,0,603,H-Medium Risk,15,9,0,939375,1704900,1704900,331131,0,1,3yrs 3mon,8yrs 11mon,3,0
584341,54513,71033,79.54,84,18551,86,2919,03/01/1980,Salaried,17/10/2018,21,3234,1,1,0,1,0,0,300,M-Very High Risk,11,3,3,36285,59000,59000,12139,0,0,1yrs 4mon,2yrs 11mon,1,1
437257,54513,75000,74.67,78,16845,51,2046,13/11/1992,Salaried,14/08/2018,4,2260,1,0,0,0,0,1,432,K-High Risk,1,1,1,1397126,1400000,1400000,0,0,0,7yrs 0mon,7yrs 0mon,0,1
537733,54500,69499,79.86,35,15693,51,4316,29/03/1989,Salaried,26/09/2018,8,2031,1,1,0,0,0,0,714,D-Very Low Risk,4,2,0,233357,264812,264812,0,1,0,1yrs 8mon,4yrs 6mon,0,0
447317,54459,66537,84.16,138,20470,86,3362,05/07/1991,Salaried,18/08/2018,9,2238,1,1,0,0,0,0,603,H-Medium Risk,1,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,0
541968,54433,65200,85,2,22684,45,1653,03/08/1977,Self employed,27/09/2018,4,225,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,2,0,51848,57745,57745,0,2,0,0yrs 2mon,0yrs 2mon,2,0
549987,54373,95044,59.97,36,24255,48,6646,14/05/1994,Self employed,29/09/2018,13,2398,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,676280,515000,515000,0,1,0,0yrs 0mon,0yrs 0mon,0,1
580311,54325,71598,80.73,160,24019,45,559,01/01/1980,Self employed,15/10/2018,15,720,1,1,0,0,0,0,737,C-Very Low Risk,2,2,0,47239,54490,54490,3809,2,0,0yrs 3mon,0yrs 5mon,1,1
434473,54319,76850,75.47,5,14723,51,3307,24/10/1963,Self employed,11/08/2018,9,1676,1,1,0,1,0,0,16,Not Scored: No Activity seen on the customer (Inactive),8,1,1,0,342000,342000,2850,0,0,2yrs 3mon,9yrs 6mon,0,1
430477,54303,62000,88.71,2,15899,86,1677,24/07/1996,Self employed,10/08/2018,4,1164,1,1,0,0,0,0,681,E-Low Risk,2,2,0,14186,38197,38197,4236,1,1,0yrs 4mon,0yrs 6mon,2,1
583895,54303,69251,79.42,34,22059,86,1075,22/12/1973,Self employed,17/10/2018,6,1768,1,1,0,0,0,0,679,F-Low Risk,14,2,1,314485,391990,391990,11941,1,0,0yrs 9mon,3yrs 8mon,1,0
429125,54303,70500,78.01,16,15694,86,3013,10/05/1980,Salaried,09/08/2018,14,901,1,1,0,0,0,0,832,A-Very Low Risk,12,0,0,0,0,0,0,0,0,0yrs 2mon,0yrs 7mon,0,0
585310,54303,71510,76.91,64,16461,86,3512,14/04/1979,Self employed,17/10/2018,9,1857,1,1,0,0,0,0,763,B-Very Low Risk,5,2,0,1215,44550,44550,3320,0,0,1yrs 3mon,2yrs 0mon,0,0
590154,54303,73477,74.85,3,14360,51,41,03/01/1972,Salaried,20/10/2018,1,1001,1,1,0,0,0,0,597,I-Medium Risk,2,1,1,4709,10990,10990,1570,1,1,0yrs 2mon,0yrs 4mon,2,1
645628,54303,86000,63.95,2,22998,120,1655,09/11/1986,Salaried,31/10/2018,4,484,1,1,0,0,0,0,790,B-Very Low Risk,2,1,0,44308,90000,44308,0,0,0,1yrs 5mon,2yrs 2mon,0,0
474498,54259,62371,89.79,34,16556,86,981,01/01/1982,Self employed,29/08/2018,6,1885,1,1,0,1,0,0,16,Not Scored: No Activity seen on the customer (Inactive),3,0,0,0,0,0,0,0,0,2yrs 7mon,4yrs 0mon,0,0
447139,54259,62300,89.09,136,22865,45,3706,05/03/1988,Salaried,18/08/2018,8,2302,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,4yrs 2mon,4yrs 2mon,0,0
429976,54259,64075,86.31,15,23309,51,299,28/04/1961,Self employed,09/08/2018,11,2561,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,34370,35347,35347,0,0,0,11yrs 9mon,11yrs 9mon,2,0
577250,54259,65692,85.25,34,15217,86,975,29/08/1990,Salaried,14/10/2018,6,180,1,0,0,1,0,0,760,C-Very Low Risk,2,2,0,1816621,18500,1998500,18340,0,0,1yrs 3mon,1yrs 7mon,0,1
418281,54259,66528,84.18,16,16445,86,2989,05/11/1996,Salaried,01/08/2018,14,808,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,141737,170000,170000,6759,0,0,0yrs 9mon,0yrs 9mon,0,1
528260,54259,67217,82.57,79,17413,86,759,11/08/1982,Self employed,22/09/2018,18,2239,1,1,0,0,0,0,420,K-High Risk,6,5,1,140678,256860,256860,8084,2,3,0yrs 10mon,1yrs 10mon,0,1
462699,54259,67857,82.53,64,16199,86,3475,21/02/1978,Salaried,24/08/2018,9,655,1,1,0,0,0,0,764,B-Very Low Risk,7,6,0,5519921,6288563,6288563,15440,2,0,2yrs 0mon,6yrs 5mon,1,0
524044,54259,79000,70.89,135,23337,51,1698,27/10/1983,Self employed,21/09/2018,4,1404,1,1,0,0,0,0,738,C-Very Low Risk,4,2,0,38952,93900,93900,7912,1,0,0yrs 11mon,1yrs 10mon,0,0
557444,54259,79093,70.8,16,21980,86,2955,20/10/1981,Salaried,04/10/2018,14,1557,1,1,0,0,0,0,702,E-Low Risk,1,1,0,10588,44911,44911,0,1,0,0yrs 3mon,0yrs 3mon,0,0
518650,54213,72300,77.73,202,23382,49,787,12/06/1980,Salaried,19/09/2018,18,2401,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,39331,45500,45500,0,1,0,0yrs 4mon,0yrs 4mon,0,0
469044,54182,63000,88.1,2,22998,86,1655,19/03/1995,Salaried,28/08/2018,4,484,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 0mon,0,0
501188,54163,70309,78.23,20,22882,86,6181,04/06/1971,Self employed,12/09/2018,5,385,1,1,0,0,0,0,763,B-Very Low Risk,3,1,0,0,42999,42999,0,0,0,0yrs 11mon,1yrs 3mon,0,0
608812,54159,62150,89.3,67,22727,45,1514,13/09/1997,Salaried,23/10/2018,6,1363,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,4093,0,0,0yrs 7mon,0yrs 7mon,0,0
522944,54153,68115,82.21,18,14234,86,2698,01/05/1985,Self employed,20/09/2018,4,576,1,1,0,0,0,0,710,D-Very Low Risk,14,3,0,27967,47023,47023,21870,3,0,0yrs 11mon,2yrs 0mon,2,0
623977,54143,78800,71.07,2,15899,120,1680,20/11/1972,Self employed,26/10/2018,4,1635,1,1,0,0,0,0,751,C-Very Low Risk,1,1,0,4570416,5110000,5110000,0,0,0,4yrs 3mon,4yrs 3mon,0,0
429097,54119,65698,86.76,7,14592,45,5748,05/09/1983,Salaried,09/08/2018,3,132,1,1,0,0,0,0,300,M-Very High Risk,10,3,2,14572,1.00E+05,1.00E+05,26151,0,1,3yrs 4mon,8yrs 11mon,0,0
493411,54059,66543,84.16,16,18317,86,2980,28/02/1995,Salaried,06/09/2018,14,2075,1,1,0,0,0,0,613,H-Medium Risk,4,1,0,15825,18990,18990,1821,1,0,0yrs 3mon,0yrs 6mon,0,0
605620,54039,80074,72.43,152,20294,86,5178,01/01/1988,Self employed,23/10/2018,3,676,1,1,0,0,0,0,557,J-High Risk,1,1,1,64906,62000,70828,0,0,1,2yrs 11mon,2yrs 11mon,0,0
484727,54013,69450,83.5,85,24262,86,1990,14/05/1986,Self employed,31/08/2018,4,3257,1,1,0,0,0,0,737,C-Very Low Risk,1,1,0,32243,47476,47476,0,0,0,0yrs 10mon,0yrs 10mon,0,0
425862,54013,73960,75.72,255,23448,45,5834,26/01/1972,Self employed,07/08/2018,3,1755,1,0,0,1,0,0,643,G-Low Risk,4,1,0,450163,450000,450000,23797,1,1,2yrs 5mon,3yrs 7mon,1,0
531903,53929,72385,80.13,103,22745,45,6978,01/01/1988,Self employed,24/09/2018,7,3080,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,1yrs 10mon,1yrs 10mon,0,0
525184,53913,65857,84.88,61,15979,86,1325,13/05/1980,Salaried,21/09/2018,6,3187,1,1,0,0,0,0,845,A-Very Low Risk,2,0,0,0,0,0,2082,0,0,1yrs 0mon,1yrs 6mon,0,0
485811,53902,62188,89.57,130,15196,86,1043,01/12/1981,Self employed,31/08/2018,6,1570,1,1,0,0,0,0,657,F-Low Risk,1,1,0,58007,62000,62000,0,1,0,0yrs 3mon,0yrs 3mon,0,1
488999,53873,66300,85.97,249,24034,86,2238,02/05/1977,Self employed,04/09/2018,4,2460,1,0,0,1,0,0,575,I-Medium Risk,10,3,1,1634594,1860000,1860000,7850,1,2,1yrs 10mon,4yrs 10mon,0,0
478558,53813,62442,89.36,34,15142,86,1045,25/04/1963,Self employed,30/08/2018,6,1401,1,1,0,0,0,0,738,C-Very Low Risk,4,2,0,9373,36199,36199,7566,1,0,3yrs 2mon,10yrs 8mon,0,1
547393,53813,70431,79.23,2,22561,45,2381,01/01/1981,Salaried,29/09/2018,4,536,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,0
572704,53803,66260,83.01,15,14074,45,332,02/02/1988,Salaried,12/10/2018,11,1750,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,14064,21100,21100,0,1,0,0yrs 1mon,0yrs 1mon,0,0
649556,53803,73961,73.69,146,21124,86,2998,01/01/1982,Salaried,31/10/2018,14,2572,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,54500,54500,54500,0,1,0,0yrs 0mon,0yrs 0mon,0,0
567239,53803,74807,72.85,136,24003,51,3704,28/09/1986,Salaried,10/10/2018,8,2285,1,0,0,0,1,0,543,J-High Risk,1,1,1,46467,49867,49867,0,0,1,1yrs 2mon,1yrs 2mon,0,1
543421,53800,74000,73.95,2,14770,86,1641,11/09/1983,Salaried,28/09/2018,4,611,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,18725,20000,20000,6995,1,0,0yrs 11mon,2yrs 1mon,1,0
459160,53778,63704,86.34,5,13975,45,3307,10/01/1973,Self employed,23/08/2018,9,2448,1,1,0,0,0,0,300,M-Very High Risk,3,1,2,95271,0,0,0,0,0,3yrs 6mon,4yrs 8mon,1,0
568158,53778,70800,77.26,135,23618,45,1665,20/05/1981,Salaried,10/10/2018,4,2044,1,1,0,0,0,0,728,D-Very Low Risk,3,3,0,564850,839507,808988,6599,0,1,3yrs 8mon,7yrs 4mon,0,0
436784,53754,74838,77.5,104,20690,86,7125,06/10/1980,Salaried,13/08/2018,10,1279,1,1,0,0,0,0,542,J-High Risk,1,1,0,1564393,1800000,1800000,17617,0,1,0yrs 8mon,0yrs 8mon,0,1
488762,53703,62635,87.81,67,22045,86,1509,11/10/1976,Salaried,04/09/2018,6,743,1,0,0,0,1,0,699,E-Low Risk,4,4,0,886372,997779,997779,10851,1,0,1yrs 6mon,4yrs 9mon,0,0
601330,53703,63240,86.97,67,18532,45,1446,14/05/1989,Self employed,22/10/2018,6,3510,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,3006,0,0,0yrs 6mon,0yrs 6mon,0,0
580573,53703,72654,74.88,42,23588,49,5247,02/01/1986,Self employed,15/10/2018,3,1209,1,0,0,1,0,0,754,C-Very Low Risk,2,1,1,99733,399877,399877,0,0,0,2yrs 11mon,3yrs 2mon,0,0
566302,53639,76665,73.05,7,14882,86,5741,21/09/1990,Salaried,10/10/2018,3,2527,1,0,0,0,1,0,708,D-Very Low Risk,7,4,0,71865,93530,93530,0,3,0,0yrs 5mon,0yrs 10mon,0,0
611144,53603,70414,78.11,61,16505,86,1323,01/06/1974,Salaried,24/10/2018,6,1415,1,1,0,0,0,0,608,H-Medium Risk,1,0,0,0,0,0,0,0,0,2yrs 7mon,2yrs 7mon,0,0
545599,53578,61800,89,15,23416,45,304,01/01/1986,Self employed,28/09/2018,11,1538,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,9032,25900,25900,1439,0,0,0yrs 8mon,0yrs 8mon,0,0
534348,53578,70105,78.45,61,21911,86,1369,01/06/1967,Self employed,25/09/2018,6,1655,1,1,0,0,0,0,763,B-Very Low Risk,4,2,0,17069,43500,43500,2810,1,0,1yrs 4mon,2yrs 0mon,2,0
602239,53561,78546,70,251,23512,86,6897,01/04/1967,Self employed,22/10/2018,13,620,1,0,1,1,0,0,722,D-Very Low Risk,4,1,0,360668,5.00E+05,5.00E+05,0,0,0,2yrs 8mon,6yrs 0mon,0,0
432933,53478,65012,84.6,18,14234,86,2711,11/12/1976,Self employed,11/08/2018,4,1445,1,1,0,0,0,0,300,M-Very High Risk,2,1,1,13562,21540,21540,3718,0,0,0yrs 8mon,0yrs 10mon,0,1
556373,53452,66983,84.95,19,15685,86,1862,16/05/1995,Self employed,03/10/2018,4,819,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,3483,0,0,0yrs 7mon,0yrs 7mon,1,0
619762,53303,64701,83.46,3,13960,45,87,01/01/1969,Self employed,25/10/2018,1,3745,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1523,0,0,0yrs 6mon,0yrs 6mon,1,0
577548,53303,69367,79.29,63,16309,45,7085,10/10/1994,Salaried,14/10/2018,10,131,1,1,0,0,0,0,429,K-High Risk,2,2,1,2147,12892,12892,2149,1,1,0yrs 6mon,0yrs 11mon,0,0
555559,53303,70160,78.39,34,23586,86,1089,01/06/1969,Self employed,03/10/2018,6,1436,1,1,0,0,0,0,627,H-Medium Risk,1,0,0,0,0,0,11167,0,0,5yrs 1mon,5yrs 1mon,0,0
571501,53303,69011,78.25,3,22388,86,49,03/12/1961,Self employed,12/10/2018,1,1968,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),2,1,0,0,0,0,0,1,0,0yrs 6mon,1yrs 0mon,1,0
577412,53303,69196,78.04,3,14573,45,57,01/07/1981,Salaried,14/10/2018,1,649,1,1,0,0,0,0,681,E-Low Risk,2,1,0,166,900,900,1255,0,0,1yrs 6mon,2yrs 6mon,0,1
614935,53303,69229,78,165,21854,86,6476,18/04/1995,Self employed,24/10/2018,5,2854,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
622968,53303,69808,77.36,9,18062,86,5422,08/07/1979,Salaried,26/10/2018,3,943,1,1,0,0,0,0,825,A-Very Low Risk,3,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 1mon,0,0
625423,53303,72716,74.26,14,24675,86,581,01/01/1991,Salaried,26/10/2018,15,3549,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,4383,0,0,1yrs 11mon,1yrs 11mon,0,0
529496,53303,75752,71.95,42,23148,45,5134,01/04/1982,Self employed,23/09/2018,3,1206,1,1,0,0,0,0,539,J-High Risk,4,4,0,147804,171000,171000,155890,3,1,0yrs 10mon,2yrs 10mon,1,0
481533,53253,62188,88.44,34,23024,86,977,04/08/1960,Self employed,31/08/2018,6,127,1,0,0,1,0,0,659,F-Low Risk,11,9,0,185400,249259,249194,0,8,0,0yrs 3mon,0yrs 10mon,1,0
596818,53249,70808,80.5,5,14347,86,3319,01/06/1991,Salaried,22/10/2018,9,3167,1,0,0,0,1,0,561,J-High Risk,2,1,0,11432,31390,31390,1744,0,0,2yrs 2mon,2yrs 5mon,0,1
574607,53228,64786,84.89,18,14878,45,2719,11/11/1988,Self employed,13/10/2018,4,451,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,24377,45206,45206,2515,1,0,1yrs 0mon,2yrs 0mon,13,1
479148,53139,98894,56.63,104,23125,51,7128,27/03/1965,Self employed,30/08/2018,10,1987,1,1,0,0,0,0,763,B-Very Low Risk,2,2,0,2519,14799,14799,0,0,0,0yrs 9mon,0yrs 9mon,0,0
513044,53109,72000,78.89,147,17169,51,2795,10/12/1992,Salaried,17/09/2018,2,2544,1,1,1,0,0,0,775,B-Very Low Risk,11,4,0,1517248,1610408,1574008,0,2,0,0yrs 4mon,1yrs 5mon,0,0
461859,53103,72033,76.35,68,16603,120,852,01/01/1990,Self employed,24/08/2018,6,759,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,123217,132000,132000,5419,1,0,0yrs 3mon,0yrs 3mon,0,1
432442,53078,61323,89.69,61,20582,86,1406,05/02/1970,Salaried,11/08/2018,6,173,1,1,0,0,0,0,712,D-Very Low Risk,3,1,0,224565,3.00E+05,3.00E+05,0,0,0,1yrs 8mon,2yrs 5mon,0,0
495615,53078,69973,78.6,36,23718,51,6527,07/10/1977,Self employed,07/09/2018,13,145,1,0,1,1,0,0,18,Not Scored: No Updates available in last 36 months,6,1,0,43910,70000,70000,12660,0,0,1yrs 2mon,2yrs 1mon,0,1
545663,53078,73000,75.34,152,22499,45,5012,01/09/1988,Self employed,28/09/2018,3,575,1,1,0,0,0,0,832,A-Very Low Risk,7,0,0,0,0,0,0,0,0,0yrs 3mon,0yrs 6mon,0,0
463252,53078,73410,74.92,36,23480,51,6591,31/12/1980,Salaried,25/08/2018,13,1536,1,1,1,0,0,0,550,J-High Risk,4,2,0,531461,550000,550000,31394,1,1,0yrs 8mon,1yrs 4mon,0,0
653750,53003,68351,79.74,3,14005,45,89,28/05/1966,Self employed,31/10/2018,1,3023,1,1,0,1,0,0,300,M-Very High Risk,2,1,2,9056,14900,14900,2708,1,1,0yrs 2mon,0yrs 5mon,0,1
613137,52903,70742,76.33,18,14115,86,2699,09/05/1989,Salaried,24/10/2018,4,3170,1,1,0,0,0,0,442,K-High Risk,1,1,1,1747,30000,30000,1620,0,0,2yrs 5mon,2yrs 5mon,2,1
594155,52803,66995,79.86,67,18129,45,1447,08/05/1997,Salaried,21/10/2018,6,394,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,6082,12166,12166,1521,1,0,0yrs 4mon,0yrs 4mon,1,0
592963,52803,72550,74.43,3,14078,45,120,29/11/1989,Self employed,20/10/2018,16,3575,1,1,0,0,0,0,694,E-Low Risk,8,3,0,334005,360219,360219,16100,4,1,0yrs 8mon,2yrs 1mon,0,0
588370,52803,78446,68.2,2,23799,86,1654,06/03/1963,Self employed,19/10/2018,4,751,1,1,0,0,0,0,654,F-Low Risk,2,1,0,56356,2.00E+05,2.00E+05,0,0,0,2yrs 8mon,2yrs 11mon,0,0
566570,52778,70909,77.42,70,16764,86,2400,01/07/1967,Salaried,10/10/2018,4,528,1,0,1,1,0,0,607,H-Medium Risk,34,9,1,123637,279883,279883,1629,5,2,0yrs 10mon,2yrs 6mon,0,0
566681,52733,63844,84.58,18,23341,45,2715,02/06/1992,Self employed,10/10/2018,4,1837,1,1,0,0,0,0,709,D-Very Low Risk,4,1,1,102658,149000,149000,2363,0,0,1yrs 0mon,1yrs 8mon,0,1
453557,52703,62712,86.11,67,17901,45,1515,30/01/1990,Self employed,21/08/2018,6,2963,1,1,0,0,0,0,623,H-Medium Risk,9,2,0,15648,80990,80990,4749,0,0,0yrs 10mon,1yrs 2mon,0,0
516759,52703,65850,82,3,18180,86,5,08/10/1996,Self employed,19/09/2018,1,1683,1,1,0,0,0,0,603,H-Medium Risk,1,0,0,0,0,0,2124,0,0,0yrs 11mon,0yrs 11mon,0,1
450478,52703,67697,79.77,67,16624,86,1446,10/04/1989,Salaried,20/08/2018,6,1385,1,1,0,0,0,0,780,B-Very Low Risk,17,11,0,1687962,3186185,3138728,9619,4,0,0yrs 11mon,2yrs 5mon,0,0
457945,52703,67730,79.73,67,16605,120,1450,02/12/1983,Self employed,23/08/2018,6,2053,1,0,0,1,0,0,702,E-Low Risk,4,1,0,12481,60000,60000,0,0,0,1yrs 4mon,1yrs 10mon,0,0
463753,52603,68124,79.71,146,18317,86,2940,01/01/1982,Self employed,25/08/2018,17,3047,1,1,0,0,0,0,635,G-Low Risk,2,2,0,105395,141276,141276,0,1,0,0yrs 11mon,1yrs 10mon,0,1
544905,52603,81360,66.74,249,21386,120,2213,05/04/1980,Salaried,28/09/2018,4,2520,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,5746,22990,22990,0,1,0,0yrs 4mon,0yrs 4mon,0,0
507957,52578,62000,87.9,2,23192,45,2386,28/03/1986,Salaried,15/09/2018,4,826,1,1,0,0,0,0,832,A-Very Low Risk,2,0,0,0,0,0,5,0,0,0yrs 4mon,0yrs 6mon,0,0
564677,52538,93535,57.77,13,14614,86,4627,10/01/1993,Salaried,09/10/2018,8,1867,1,1,0,0,0,0,606,H-Medium Risk,5,0,0,0,0,0,1.00E+05,0,0,0yrs 7mon,1yrs 0mon,0,0
437248,52528,62938,87.39,34,15217,86,986,27/08/1973,Self employed,14/08/2018,6,180,1,1,0,0,0,0,300,M-Very High Risk,16,6,1,94502,179150,179150,23941,1,2,1yrs 1mon,1yrs 11mon,2,1
433996,52528,63950,85.14,254,23311,86,6739,08/08/1990,Salaried,11/08/2018,13,2048,1,1,0,0,0,0,706,D-Very Low Risk,1,1,0,420039,530000,530000,12178,0,0,1yrs 5mon,1yrs 5mon,0,0
585736,52503,69000,78.55,135,22773,51,1705,10/07/1984,Salaried,17/10/2018,4,3272,1,1,1,0,0,0,723,D-Very Low Risk,14,4,1,1187925,1800000,1800000,7438,0,2,1yrs 10mon,5yrs 6mon,0,0
532615,52478,66159,81.32,18,14234,86,2687,03/09/1978,Self employed,24/09/2018,4,1445,1,1,0,0,0,0,671,F-Low Risk,16,7,0,36035,140086,140086,9561,3,0,1yrs 4mon,11yrs 7mon,1,0
608832,52478,68930,79.79,105,20677,48,1235,01/03/1985,Salaried,23/10/2018,6,2397,1,1,0,0,0,0,417,K-High Risk,5,4,4,225916,295000,295000,0,0,1,1yrs 11mon,2yrs 3mon,1,1
470375,52456,63121,85,34,16556,86,981,04/02/1991,Self employed,28/08/2018,6,431,1,0,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,37709,40000,40000,0,1,0,0yrs 2mon,0yrs 2mon,0,0
443004,52403,62955,85.78,147,17742,45,2797,01/01/1971,Salaried,17/08/2018,2,2479,1,1,0,0,0,0,300,M-Very High Risk,6,4,4,1815161,1655000,1655000,41071,0,0,5yrs 2mon,10yrs 8mon,0,0
536936,52353,75366,71.65,146,17921,86,2953,13/07/1993,NA,26/09/2018,14,256,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,292842,307757,307757,9967,1,0,0yrs 2mon,0yrs 2mon,0,1
620596,52333,70000,80,74,16633,45,2578,05/04/1961,Salaried,25/10/2018,4,1511,1,1,0,0,0,0,697,E-Low Risk,2,2,1,56962,131433,131433,0,0,0,7yrs 9mon,14yrs 3mon,0,0
451019,52304,60251,89.63,15,14441,45,299,01/01/1988,Salaried,20/08/2018,11,1114,1,1,0,0,0,0,300,M-Very High Risk,9,4,2,91252,137000,137000,12555,0,0,0yrs 10mon,3yrs 0mon,0,1
580789,52304,63021,85.69,15,13448,86,326,01/01/1966,Salaried,15/10/2018,11,2900,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
578643,52303,64300,84.76,3,14078,45,51,01/01/1995,Self employed,15/10/2018,1,3180,1,1,0,0,0,0,595,I-Medium Risk,2,1,0,519077,519077,519077,1982,1,0,0yrs 3mon,0yrs 6mon,2,1
518786,52303,64294,83.99,105,23683,86,1274,29/07/1964,Salaried,19/09/2018,6,1938,1,1,0,0,0,0,771,B-Very Low Risk,1,1,0,522486,6.00E+05,6.00E+05,9593,0,0,1yrs 2mon,1yrs 2mon,0,0
458520,52303,64461,83.77,48,21838,86,6355,12/07/1968,Self employed,23/08/2018,5,684,1,1,0,0,0,0,706,D-Very Low Risk,1,1,0,158794,230000,230000,5412,0,0,1yrs 11mon,1yrs 11mon,0,0
561338,52303,65600,82.32,34,18680,45,997,10/06/1988,Self employed,08/10/2018,6,2858,1,1,0,0,0,0,709,D-Very Low Risk,1,1,0,30000,32000,31500,0,1,0,0yrs 4mon,0yrs 4mon,0,1
428622,52303,66764,79.83,70,18435,86,2404,28/12/1982,Salaried,09/08/2018,4,1163,1,1,0,0,0,0,667,F-Low Risk,8,6,0,42154,87994,87994,0,4,0,0yrs 5mon,0yrs 11mon,0,0
476198,52303,70065,77.07,1,22056,45,4969,01/02/1985,Salaried,30/08/2018,3,1298,1,1,0,0,0,1,823,A-Very Low Risk,11,5,0,105079,268566,252977,6091,0,0,3yrs 1mon,10yrs 5mon,0,0
432107,52303,72200,74.79,10,17768,86,5684,10/03/1983,Self employed,11/08/2018,3,1227,1,1,0,0,0,0,611,H-Medium Risk,7,4,0,397954,534500,534500,100890,0,0,2yrs 7mon,5yrs 0mon,0,0
489230,52303,72500,74.48,1,15336,120,5091,01/10/1986,Self employed,04/09/2018,3,749,1,1,0,0,0,0,815,A-Very Low Risk,2,2,0,1748,35000,1748,0,0,0,1yrs 11mon,2yrs 9mon,0,0
556697,52303,72574,73.03,11,23878,49,5944,01/06/1967,Self employed,04/10/2018,3,2743,1,1,0,0,0,0,447,K-High Risk,12,4,2,409039,817747,817747,8384,0,0,3yrs 2mon,13yrs 9mon,0,0
653304,52299,68699,78.6,65,15077,86,6779,01/10/1974,Self employed,31/10/2018,13,1127,1,0,0,1,0,0,524,J-High Risk,2,2,0,65919,104000,104000,1041,1,1,1yrs 6mon,3yrs 1mon,1,0
451993,52279,67351,83.15,5,18130,86,3367,10/03/1987,Self employed,21/08/2018,9,632,1,0,0,0,1,0,738,C-Very Low Risk,2,1,0,14745,29490,29490,4282,1,0,0yrs 7mon,0yrs 9mon,0,0
581383,52103,74743,72.25,68,21746,86,873,12/02/1973,Self employed,16/10/2018,6,1649,1,1,0,0,0,0,721,D-Very Low Risk,10,4,0,1682406,1814200,1814200,11578,1,0,1yrs 3mon,2yrs 8mon,3,0
436671,52079,62997,88.89,162,18077,86,1836,19/01/1986,Salaried,13/08/2018,4,1319,1,1,0,0,0,0,563,J-High Risk,2,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 8mon,0,1
562123,52078,60000,88.33,153,18258,45,373,08/09/1998,NA,08/10/2018,11,1331,1,1,0,0,0,0,738,C-Very Low Risk,5,3,0,51536,87206,87206,6845,0,0,1yrs 0mon,1yrs 6mon,0,1
