UniqueID,disbursed_amount,asset_cost,ltv,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE.DESCRIPTION,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,loan_default
538861,66669,78100,87.07,20716,86,4533,09/09/1980,Salaried,26/09/2018,8,1236,1,0,1,0,K-High Risk,200330,200330,2,0,1yrs 0mon,2yrs 4mon,0
539163,50303,65148,78.28,22350,86,1449,28/05/1979,Self employed,26/09/2018,6,970,1,0,0,0,D-Very Low Risk,19990,19990,0,0,1yrs 1mon,1yrs 9mon,0
539651,47049,60380,79.83,17413,86,738,29/03/1981,Self employed,26/09/2018,18,2239,1,0,0,0,E-Low Risk,8155581,8285561,3,0,1yrs 6mon,5yrs 9mon,0
539657,46849,70996,70.43,14180,86,73,15/05/1990,Salaried,26/09/2018,1,3035,1,0,0,0,E-Low Risk,233000,233000,4,0,0yrs 11mon,4yrs 6mon,0
539718,84489,115279,74.6,14123,48,3785,16/08/2000,NA,26/09/2018,8,566,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 6mon,0yrs 9mon,0
539769,70717,90805,81.49,18089,86,3327,03/05/1984,Salaried,26/09/2018,9,3308,1,0,0,0,G-Low Risk,137250,137250,5,0,0yrs 7mon,1yrs 2mon,0
540374,60963,73928,84.54,17980,86,3396,05/06/1962,Self employed,27/09/2018,9,3263,1,0,0,1,Not Scored: Only a Guarantor,1.00E+07,1.00E+07,1,1,3yrs 11mon,5yrs 2mon,0
540539,42194,53976,79.29,18651,48,3769,25/09/1975,Self employed,27/09/2018,8,140,1,0,0,0,I-Medium Risk,135000,136633,0,0,1yrs 1mon,2yrs 7mon,0
540676,58513,67000,89.55,24246,45,1800,05/06/1972,Self employed,27/09/2018,4,90,1,0,0,0,M-Very High Risk,1832000,1832000,0,0,5yrs 6mon,5yrs 6mon,1
540704,18619,66434,28.6,13931,45,6182,02/07/1978,Self employed,27/09/2018,5,385,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
540717,43894,63326,71.06,23373,45,730,11/01/1984,Self employed,27/09/2018,18,2943,1,0,0,0,H-Medium Risk,0,0,0,0,4yrs 4mon,4yrs 4mon,0
540733,58259,69170,85.3,23894,45,3741,20/05/1968,Salaried,27/09/2018,8,984,1,0,0,0,A-Very Low Risk,1955500,1845565,0,0,1yrs 8mon,7yrs 2mon,0
540915,49523,73805,69.1,17014,45,2069,01/01/1978,Self employed,27/09/2018,4,218,1,0,0,0,Not Scored: Sufficient History Not Available,383171,383171,1,0,0yrs 1mon,0yrs 1mon,0
541034,59713,68461,89.1,23355,86,1831,01/06/1967,Self employed,27/09/2018,4,274,1,0,0,0,G-Low Risk,3770970,3770970,3,0,1yrs 3mon,4yrs 11mon,0
541902,63882,82650,79.85,14021,51,5074,13/12/1997,NA,27/09/2018,3,1690,1,1,0,0,I-Medium Risk,6516,6516,1,1,0yrs 4mon,0yrs 6mon,0
541968,54433,65200,85,22684,45,1653,03/08/1977,Self employed,27/09/2018,4,225,1,0,0,0,Not Scored: Not Enough Info available on the customer,57745,57745,2,0,0yrs 2mon,0yrs 2mon,0
541976,68500,78626,89.28,15884,86,4645,12/03/1979,Salaried,27/09/2018,8,1198,1,0,0,0,M-Very High Risk,210000,210000,0,0,0yrs 9mon,2yrs 5mon,1
542076,45389,62943,76.26,17436,48,2593,19/10/1988,Self employed,27/09/2018,4,129,1,0,0,0,K-High Risk,0,0,0,1,0yrs 8mon,2yrs 0mon,1
542102,65202,77608,87.62,16264,120,56,01/01/1970,Self employed,27/09/2018,1,3009,1,0,0,0,M-Very High Risk,258800,258800,2,0,1yrs 10mon,9yrs 4mon,1
542151,59713,69619,86.9,17094,86,1841,30/08/1990,Salaried,27/09/2018,4,298,1,0,0,0,J-High Risk,52937,52937,1,1,0yrs 7mon,0yrs 9mon,1
542191,46345,67562,71.34,22644,86,6818,05/12/1969,Self employed,27/09/2018,13,1478,1,1,0,0,M-Very High Risk,400675,400675,1,1,2yrs 8mon,7yrs 11mon,1
542301,55971,67362,85,16759,45,2407,22/07/1981,Salaried,27/09/2018,4,573,1,0,0,0,E-Low Risk,14900,14900,1,1,0yrs 5mon,0yrs 5mon,0
542304,57013,80539,73.26,23704,49,5645,01/01/1967,Self employed,27/09/2018,3,1777,1,0,0,0,C-Very Low Risk,87980,87980,0,0,1yrs 3mon,1yrs 11mon,0
542567,46869,70194,69.81,18388,86,5109,16/11/1973,Self employed,27/09/2018,3,1805,1,0,0,0,M-Very High Risk,539150,539150,1,0,1yrs 8mon,5yrs 1mon,0
542708,54547,63043,89.78,18344,45,1353,19/09/1970,Salaried,27/09/2018,6,1521,1,1,0,0,Not Scored: Sufficient History Not Available,10970,10970,1,0,0yrs 1mon,0yrs 1mon,0
542764,59013,68657,87.39,23115,86,5577,02/02/1979,Self employed,27/09/2018,3,569,1,0,0,0,I-Medium Risk,415000,415000,1,0,1yrs 0mon,2yrs 5mon,1
542931,67169,80000,85,14770,86,1654,10/09/1986,Self employed,27/09/2018,4,611,1,0,0,0,F-Low Risk,148504,148504,4,0,0yrs 8mon,1yrs 7mon,0
542961,56013,70573,81.48,21846,86,5697,23/01/1997,Self employed,27/09/2018,3,1388,1,1,0,0,L-Very High Risk,53211,53211,0,1,2yrs 4mon,2yrs 4mon,1
543026,48058,63922,79.78,22163,49,4909,01/01/1987,Self employed,27/09/2018,3,994,1,1,0,0,Not Scored: Sufficient History Not Available,7207,7207,1,0,0yrs 0mon,0yrs 0mon,0
543421,53800,74000,73.95,14770,86,1641,11/09/1983,Salaried,28/09/2018,4,611,1,0,0,0,C-Very Low Risk,20000,20000,1,0,0yrs 11mon,2yrs 1mon,0
543729,58259,77918,77,18392,86,2004,01/01/1992,Self employed,28/09/2018,4,343,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 9mon,1yrs 0mon,0
543813,57813,81757,71.92,22442,49,6814,01/04/1965,Self employed,28/09/2018,13,797,1,1,0,0,F-Low Risk,65165,65165,0,1,1yrs 0mon,1yrs 7mon,0
543839,47533,74816,68.84,21347,86,2588,01/01/1991,Salaried,28/09/2018,4,423,1,1,0,0,A-Very Low Risk,0,0,0,0,2yrs 4mon,2yrs 4mon,0
544228,59259,66880,89.71,24496,45,4144,10/11/1992,Self employed,28/09/2018,8,3297,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 5mon,0yrs 10mon,0
544809,41394,59386,72.41,16633,45,2578,01/01/1971,Self employed,28/09/2018,4,1720,1,0,0,0,M-Very High Risk,110000,110000,0,0,4yrs 0mon,4yrs 0mon,0
544905,52603,81360,66.74,21386,120,2213,05/04/1980,Salaried,28/09/2018,4,2520,1,0,0,0,B-Very Low Risk,22990,22990,1,0,0yrs 4mon,0yrs 4mon,0
544982,72817,129611,57.87,23344,120,5776,01/01/1988,Self employed,28/09/2018,3,347,1,1,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
545272,41394,76800,54.69,20620,86,5026,14/04/1976,Salaried,28/09/2018,3,766,1,0,0,0,B-Very Low Risk,10490,10490,0,0,0yrs 7mon,0yrs 7mon,0
545310,56013,77756,74.59,23717,45,5794,12/10/1992,Salaried,28/09/2018,3,1035,1,0,0,0,B-Very Low Risk,350617,350617,0,0,2yrs 5mon,3yrs 5mon,0
545599,53578,61800,89,23416,45,304,01/01/1986,Self employed,28/09/2018,11,1538,1,0,0,0,C-Very Low Risk,25900,25900,0,0,0yrs 8mon,0yrs 8mon,0
545663,53078,73000,75.34,22499,45,5012,01/09/1988,Self employed,28/09/2018,3,575,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 3mon,0yrs 6mon,0
545869,41381,71570,59.94,23483,51,2721,23/07/1985,Self employed,28/09/2018,4,451,1,0,0,0,C-Very Low Risk,76536,76536,1,0,0yrs 11mon,1yrs 8mon,1
546006,58513,66278,89.77,20333,45,1243,16/01/1982,Self employed,28/09/2018,6,2077,1,0,0,0,C-Very Low Risk,20000,20000,1,0,1yrs 1mon,2yrs 0mon,0
546142,51103,66123,79.85,16092,51,30,14/08/1976,Self employed,28/09/2018,1,2543,1,0,0,0,B-Very Low Risk,157861,157861,1,0,1yrs 10mon,5yrs 0mon,0
546374,86320,106548,84.47,20473,86,5781,01/01/1990,Self employed,28/09/2018,3,347,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
546741,60061,77553,80.72,20343,120,2079,01/01/1984,Self employed,28/09/2018,4,1349,1,0,0,0,I-Medium Risk,4.00E+05,4.00E+05,1,0,1yrs 9mon,3yrs 5mon,0
546989,67169,73500,93.88,15359,86,2956,01/01/1983,Salaried,28/09/2018,14,1025,1,0,0,0,M-Very High Risk,45000,51112,0,0,1yrs 3mon,2yrs 11mon,0
547111,44349,68660,67,23126,48,5955,01/01/1984,Self employed,29/09/2018,3,1172,1,1,0,0,H-Medium Risk,463000,463000,0,0,3yrs 11mon,3yrs 11mon,1
547264,68869,87700,79.82,15996,120,3305,10/04/1996,Salaried,29/09/2018,9,407,1,0,0,0,M-Very High Risk,30000,30000,0,0,2yrs 8mon,2yrs 8mon,0
547333,62447,71151,89.95,23355,86,1825,23/07/1990,Salaried,29/09/2018,4,274,1,0,0,0,A-Very Low Risk,0,0,0,0,1yrs 3mon,1yrs 4mon,1
547393,53813,70431,79.23,22561,45,2381,01/01/1981,Salaried,29/09/2018,4,536,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 7mon,0yrs 7mon,0
548332,57659,70011,84.27,18166,86,1429,01/01/1965,Self employed,29/09/2018,6,3427,1,0,0,0,J-High Risk,217800,217800,1,1,1yrs 3mon,4yrs 0mon,1
548345,83033,114919,73.97,23886,49,6017,15/06/1989,Self employed,29/09/2018,3,2966,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
548516,60583,74194,84.91,16646,86,2578,05/07/1987,Salaried,29/09/2018,4,1053,1,0,0,0,G-Low Risk,42000,42000,0,0,0yrs 6mon,0yrs 6mon,0
548754,73751,106100,71.63,22993,51,6903,26/03/1996,Salaried,29/09/2018,13,2500,1,1,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
548835,55013,101870,55.95,23138,48,5939,11/09/1991,Self employed,29/09/2018,3,2114,1,0,0,0,F-Low Risk,75888,75888,3,0,0yrs 4mon,0yrs 9mon,0
549352,48045,66051,74.03,15889,86,381,30/08/1988,Salaried,29/09/2018,11,3370,1,0,0,0,I-Medium Risk,9.00E+05,9.00E+05,0,0,5yrs 8mon,5yrs 8mon,0
549378,55739,83506,69.49,21846,86,5697,15/09/1993,Self employed,29/09/2018,3,1388,1,1,0,0,E-Low Risk,15000,15000,0,0,0yrs 9mon,0yrs 9mon,1
549425,56413,68250,84.98,16605,120,1506,31/03/1980,Salaried,29/09/2018,6,682,1,0,0,0,D-Very Low Risk,61200,61200,2,0,0yrs 5mon,0yrs 10mon,0
549544,74123,92500,81.08,15097,86,2386,11/09/1985,Self employed,29/09/2018,4,1490,1,0,0,0,B-Very Low Risk,38424,38424,0,0,0yrs 9mon,3yrs 11mon,0
549750,55759,65266,87.33,16700,86,6469,03/04/1991,Salaried,29/09/2018,5,152,1,0,0,0,B-Very Low Risk,54900,54900,0,0,3yrs 2mon,3yrs 2mon,0
549926,17060,78078,23.05,23195,45,5229,02/09/1997,Self employed,29/09/2018,3,1574,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
549987,54373,95044,59.97,24255,48,6646,14/05/1994,Self employed,29/09/2018,13,2398,1,0,0,0,Not Scored: Only a Guarantor,515000,515000,1,0,0yrs 0mon,0yrs 0mon,1
550032,65382,78457,84.76,22928,86,2578,01/01/1990,Salaried,29/09/2018,4,286,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 8mon,0yrs 8mon,0
550316,65569,104000,64.42,22796,49,1446,05/05/1972,Salaried,29/09/2018,6,3335,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 8mon,0yrs 8mon,0
550330,97990,112010,88.83,15899,86,1651,18/08/1991,Self employed,29/09/2018,4,179,1,0,0,0,D-Very Low Risk,25000,27730,0,0,1yrs 8mon,1yrs 8mon,1
550349,55759,72150,79,20973,120,3335,21/06/1993,Salaried,29/09/2018,9,1870,1,1,0,0,H-Medium Risk,79186,79186,6,0,0yrs 2mon,0yrs 9mon,0
550576,56370,64570,89.98,14823,45,5269,15/11/1985,Self employed,29/09/2018,3,971,1,1,0,0,C-Very Low Risk,25206,25206,1,0,0yrs 10mon,2yrs 1mon,0
550683,58700,67276,89.18,16309,45,7084,06/05/1977,Self employed,29/09/2018,10,1397,1,0,0,0,B-Very Low Risk,13000,13000,1,0,0yrs 3mon,0yrs 3mon,0
550746,59840,68422,89.74,16016,86,1357,01/06/1989,Salaried,29/09/2018,6,1411,1,0,0,0,I-Medium Risk,7961,7961,1,1,0yrs 4mon,0yrs 4mon,1
550767,43594,67500,66.67,20470,86,3339,16/06/1992,Self employed,29/09/2018,9,2575,1,0,0,0,C-Very Low Risk,20000,20000,0,0,1yrs 5mon,2yrs 1mon,0
550930,87620,143539,62.7,23903,49,5972,01/01/1985,Self employed,30/09/2018,3,1172,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
551013,48145,61157,81.76,18310,86,5053,13/06/1972,Self employed,30/09/2018,3,1508,1,1,0,0,D-Very Low Risk,450000,450000,1,0,1yrs 9mon,2yrs 11mon,0
551048,73023,91000,81.21,22070,86,1615,17/09/1996,Salaried,30/09/2018,4,100,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
551319,59413,67819,89.95,17530,86,1491,16/02/1984,Salaried,30/09/2018,6,1984,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 10mon,1yrs 1mon,0
551602,109553,188711,60.41,12797,67,4913,10/04/1974,Self employed,30/09/2018,3,1101,1,1,0,0,B-Very Low Risk,394570,394570,1,0,0yrs 11mon,1yrs 9mon,0
551737,72816,103129,71.75,22776,49,6207,11/09/1981,Self employed,30/09/2018,5,1317,1,0,0,0,J-High Risk,1.00E+05,1.00E+05,0,0,0yrs 10mon,0yrs 10mon,1
551868,34375,74237,48.63,22304,45,6931,01/01/1991,Self employed,30/09/2018,12,845,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
551917,27123,72034,39.7,15271,86,998,10/01/1973,Self employed,30/09/2018,6,1854,1,1,0,0,H-Medium Risk,404975,404975,1,0,1yrs 1mon,2yrs 7mon,0
551960,39394,57664,71.1,22856,51,60,29/04/1987,Self employed,30/09/2018,1,567,1,0,0,0,F-Low Risk,37464,37464,2,1,1yrs 6mon,5yrs 1mon,0
551982,34057,68316,52.55,18461,45,6586,01/01/1982,Self employed,30/09/2018,13,1110,1,1,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
552096,56659,66922,86.67,22350,86,1518,15/08/1984,Salaried,30/09/2018,6,1455,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 6mon,0yrs 6mon,0
552333,50303,67986,76.49,14004,86,6267,10/06/1977,Self employed,30/09/2018,5,393,1,0,0,0,C-Very Low Risk,95900,95900,2,0,0yrs 10mon,1yrs 6mon,0
552367,60947,79613,79.13,23173,86,5858,11/12/1993,Self employed,30/09/2018,3,956,1,0,0,0,B-Very Low Risk,155000,155000,1,0,0yrs 10mon,1yrs 5mon,1
552445,51078,64438,81.47,18528,45,2354,07/01/1991,Salaried,30/09/2018,4,741,1,0,0,0,Not Scored: Sufficient History Not Available,26000,26000,1,0,0yrs 1mon,0yrs 1mon,0
552541,51078,77315,68.55,23512,86,6892,16/02/1985,Self employed,30/09/2018,13,233,1,1,0,0,D-Very Low Risk,137223,136000,2,0,0yrs 7mon,0yrs 11mon,1
552587,57998,75218,79.77,15077,86,6797,01/04/1970,Self employed,30/09/2018,13,1127,1,1,0,0,G-Low Risk,32099,32099,0,0,4yrs 5mon,4yrs 5mon,0
552912,45105,60136,78.49,22856,51,29,27/01/1993,Self employed,30/09/2018,1,1888,1,0,0,0,M-Very High Risk,47188,47188,0,0,1yrs 2mon,1yrs 10mon,1
553113,58693,75046,80.95,17139,86,1972,01/01/1978,Self employed,30/09/2018,4,2205,1,0,0,0,Not Scored: No Activity seen on the customer (Inactive),0,0,0,0,0yrs 3mon,0yrs 3mon,1
553122,55459,69633,81.14,16689,45,2439,10/03/1972,Salaried,30/09/2018,4,2247,1,0,0,0,M-Very High Risk,220000,220000,0,0,3yrs 0mon,4yrs 2mon,0
553164,74579,101510,74.87,23043,49,6972,01/01/1997,Salaried,30/09/2018,7,1238,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
553912,59713,75913,79.7,13984,86,3221,04/08/1994,Salaried,30/09/2018,17,2849,1,0,0,0,K-High Risk,2.00E+05,2.00E+05,0,0,0yrs 11mon,1yrs 8mon,0
554104,67282,99704,69.2,17635,49,1438,27/09/1994,Salaried,30/09/2018,6,664,1,1,0,0,I-Medium Risk,41000,41000,0,1,1yrs 10mon,1yrs 10mon,1
554535,87120,104910,84.93,14975,86,1738,24/10/1983,Self employed,03/10/2018,4,3455,1,0,0,0,B-Very Low Risk,154983,154983,0,0,2yrs 7mon,8yrs 7mon,0
554750,49478,68115,74.87,14234,86,2703,06/02/1991,Salaried,03/10/2018,4,1587,1,0,0,0,B-Very Low Risk,1119200,1119200,2,0,0yrs 5mon,0yrs 11mon,0
554825,64419,78058,84.55,17980,86,3373,04/05/1980,Self employed,03/10/2018,9,853,1,0,1,0,A-Very Low Risk,0,0,0,0,1yrs 6mon,2yrs 2mon,0
555040,44849,74978,61.35,24176,86,7341,01/01/1985,Self employed,03/10/2018,7,3115,1,0,0,0,F-Low Risk,149000,149000,1,1,0yrs 5mon,0yrs 5mon,0
555213,61247,73302,84.99,22928,86,2578,13/05/1989,Salaried,03/10/2018,4,83,1,0,0,0,Not Scored: Sufficient History Not Available,357925,357925,2,0,0yrs 2mon,0yrs 2mon,1
555297,43849,80891,56.25,22740,86,5110,01/01/1987,Self employed,03/10/2018,3,314,1,0,0,0,J-High Risk,50000,50000,0,0,0yrs 8mon,0yrs 8mon,1
555318,59213,78069,78.14,17916,86,6092,22/02/1985,Self employed,03/10/2018,3,818,1,1,0,0,D-Very Low Risk,36710,36710,0,0,1yrs 5mon,1yrs 6mon,1
555559,53303,70160,78.39,23586,86,1089,01/06/1969,Self employed,03/10/2018,6,1436,1,0,0,0,H-Medium Risk,0,0,0,0,5yrs 1mon,5yrs 1mon,0
555565,58013,74777,79.57,17904,51,1651,18/09/1975,Self employed,03/10/2018,4,3359,1,0,0,0,M-Very High Risk,646500,646500,1,1,2yrs 1mon,5yrs 2mon,1
555599,34339,65752,53.99,18129,45,1509,14/11/1996,Self employed,03/10/2018,6,1845,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
555700,62706,72852,87.15,21167,86,3113,02/01/1982,Salaried,03/10/2018,17,3005,1,0,0,0,D-Very Low Risk,69711,69711,4,0,0yrs 2mon,0yrs 5mon,0
555848,95392,143070,69.83,22748,49,1834,24/06/1994,Self employed,03/10/2018,4,524,1,0,1,0,K-High Risk,120401,131310,0,1,1yrs 11mon,2yrs 11mon,1
556169,42894,60640,73.38,23960,48,5962,02/03/1982,Self employed,03/10/2018,3,2765,1,1,0,0,H-Medium Risk,0,0,0,0,4yrs 2mon,4yrs 2mon,0
556319,58459,70804,84.74,20470,86,3382,01/01/1994,Self employed,03/10/2018,9,2238,1,0,0,0,Not Scored: Sufficient History Not Available,13842,13842,1,0,0yrs 0mon,0yrs 0mon,0
556373,53452,66983,84.95,15685,86,1862,16/05/1995,Self employed,03/10/2018,4,819,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 7mon,0yrs 7mon,0
556697,52303,72574,73.03,23878,49,5944,01/06/1967,Self employed,04/10/2018,3,2743,1,0,0,0,K-High Risk,817747,817747,0,0,3yrs 2mon,13yrs 9mon,0
557286,50303,78815,64.71,22933,86,5071,13/11/1993,Self employed,04/10/2018,3,982,1,1,0,0,H-Medium Risk,0,0,0,0,1yrs 7mon,1yrs 7mon,0
557444,54259,79093,70.8,21980,86,2955,20/10/1981,Salaried,04/10/2018,14,1557,1,0,0,0,E-Low Risk,44911,44911,1,0,0yrs 3mon,0yrs 3mon,0
557542,62431,80000,79.02,14770,51,1661,27/01/1986,Salaried,04/10/2018,4,987,1,0,0,0,H-Medium Risk,20000,8907,0,0,1yrs 9mon,2yrs 2mon,0
557699,56013,78405,73.97,18399,51,5034,06/06/1985,Self employed,04/10/2018,3,505,1,0,0,0,K-High Risk,394825,394825,0,0,1yrs 2mon,1yrs 9mon,0
557875,55259,70600,80.74,15680,45,1794,14/11/1983,Self employed,04/10/2018,4,2179,1,0,0,0,Not Scored: Only a Guarantor,2574000,2574000,0,0,3yrs 8mon,4yrs 0mon,0
558365,45349,104819,44.84,21514,51,6910,01/01/1983,Self employed,05/10/2018,12,2337,1,0,0,0,J-High Risk,150000,150000,1,1,0yrs 6mon,0yrs 6mon,0
558548,63182,77400,84.63,18317,86,2943,12/02/1974,Self employed,05/10/2018,17,2791,1,0,0,0,Not Scored: Not Enough Info available on the customer,5000,5000,0,0,0yrs 1mon,0yrs 1mon,0
558611,44349,58421,78.74,23373,45,730,01/01/1986,Self employed,05/10/2018,18,2307,1,0,0,0,Not Scored: Sufficient History Not Available,30000,30000,1,0,0yrs 0mon,0yrs 0mon,0
558902,69623,95940,73.48,18704,48,4081,22/05/1989,Salaried,05/10/2018,8,2278,1,0,0,0,D-Very Low Risk,2553910,2513910,2,0,1yrs 5mon,4yrs 10mon,0
558933,78686,125000,64.8,18578,51,5059,14/10/1998,NA,05/10/2018,3,3472,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
559336,44145,64070,71.8,18393,45,2000,21/06/1996,Self employed,06/10/2018,4,2831,1,0,0,0,J-High Risk,70000,70000,1,0,2yrs 1mon,4yrs 2mon,1
560185,32984,50050,67.93,23736,51,3369,05/12/1976,Self employed,06/10/2018,9,2159,1,0,0,0,B-Very Low Risk,33290,33290,0,0,1yrs 1mon,1yrs 4mon,0
560372,56959,69762,86.01,23643,86,3340,27/07/1974,Self employed,06/10/2018,9,678,1,0,0,0,I-Medium Risk,115010,115010,1,1,0yrs 10mon,1yrs 6mon,1
560379,20074,74306,28.26,18271,51,5789,01/01/1981,Self employed,06/10/2018,3,2560,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
560457,58413,80424,74.85,20391,120,7126,26/01/1956,Self employed,06/10/2018,10,531,1,0,0,0,C-Very Low Risk,526900,526900,2,0,2yrs 5mon,6yrs 4mon,0
560751,66032,79000,85,22998,86,1655,01/01/1967,Self employed,06/10/2018,4,2186,1,0,0,0,M-Very High Risk,37000,37000,0,0,1yrs 4mon,3yrs 4mon,1
561338,52303,65600,82.32,18680,45,997,10/06/1988,Self employed,08/10/2018,6,2858,1,0,0,0,D-Very Low Risk,32000,31500,1,0,0yrs 4mon,0yrs 4mon,1
561860,61027,69797,89.66,18400,86,263,07/02/1978,Self employed,08/10/2018,11,2761,1,0,0,0,M-Very High Risk,123000,123000,0,0,4yrs 1mon,7yrs 7mon,1
561920,47548,74958,68.04,18714,86,5737,10/03/1987,Self employed,08/10/2018,3,1039,1,0,0,0,A-Very Low Risk,0,0,0,0,2yrs 5mon,3yrs 7mon,1
562023,47288,72716,69.45,17223,86,2786,22/10/1959,Salaried,08/10/2018,2,45,1,0,0,0,F-Low Risk,639821,642423,5,0,2yrs 1mon,10yrs 9mon,0
562123,52078,60000,88.33,18258,45,373,08/09/1998,NA,08/10/2018,11,1331,1,0,0,0,C-Very Low Risk,87206,87206,0,0,1yrs 0mon,1yrs 6mon,1
562266,47849,84256,59.34,17126,45,5644,01/01/1962,Self employed,08/10/2018,3,1332,1,0,0,0,C-Very Low Risk,110000,110000,0,0,2yrs 2mon,4yrs 8mon,0
562552,79166,162633,51.65,14213,49,5758,28/04/1992,Self employed,08/10/2018,3,1626,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
562847,41794,63848,67.35,21156,86,996,01/06/1966,Self employed,08/10/2018,6,9,1,0,0,0,B-Very Low Risk,6105005,6105005,1,0,0yrs 8mon,0yrs 11mon,1
562861,57259,75718,77.92,17078,120,2070,01/01/1989,Self employed,08/10/2018,4,340,1,0,0,0,G-Low Risk,14250,14250,0,0,2yrs 4mon,3yrs 5mon,1
562981,63213,74493,87.26,22056,45,4980,11/08/1977,Self employed,08/10/2018,3,1465,1,1,0,0,Not Scored: No Activity seen on the customer (Inactive),29000,29000,0,0,12yrs 0mon,12yrs 0mon,0
563231,37439,54500,69.72,22017,51,3036,22/07/1989,Salaried,08/10/2018,14,1565,1,0,0,0,E-Low Risk,845000,845000,2,0,0yrs 10mon,2yrs 2mon,0
563332,51543,71990,73.61,24050,86,6704,01/01/1973,Self employed,08/10/2018,13,3071,1,1,0,0,C-Very Low Risk,35000,35000,0,0,2yrs 9mon,4yrs 11mon,0
563364,31984,50612,64.21,17267,51,6439,10/07/1969,Salaried,08/10/2018,5,1548,1,0,0,0,C-Very Low Risk,35847,35847,0,0,0yrs 10mon,0yrs 10mon,1
563520,77946,106328,74.96,23720,51,5266,12/12/1993,NA,08/10/2018,3,1425,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
563671,58259,68700,85.88,22865,45,3750,19/07/1980,Self employed,08/10/2018,8,946,1,0,0,0,I-Medium Risk,60537,60537,3,0,1yrs 3mon,4yrs 3mon,0
563814,69923,91905,77.04,21188,120,4886,04/05/1973,Self employed,08/10/2018,19,3098,1,0,0,0,C-Very Low Risk,25500,25500,1,0,1yrs 7mon,2yrs 10mon,0
564064,64482,73813,89.42,22708,86,2697,25/10/1995,Salaried,09/10/2018,4,1709,1,0,0,0,A-Very Low Risk,39906,9163,0,0,1yrs 1mon,2yrs 6mon,0
564121,27529,65313,42.87,17771,45,6319,01/01/1983,Salaried,09/10/2018,5,1872,1,0,0,0,L-Very High Risk,475000,475000,0,0,3yrs 0mon,7yrs 4mon,1
564266,65022,79879,85.13,23415,45,5839,01/01/1981,Self employed,09/10/2018,3,67,1,0,0,0,C-Very Low Risk,0,0,0,0,0yrs 10mon,2yrs 1mon,0
564677,52538,93535,57.77,14614,86,4627,10/01/1993,Salaried,09/10/2018,8,1867,1,0,0,0,H-Medium Risk,0,0,0,0,0yrs 7mon,1yrs 0mon,0
565051,57759,69547,85.55,16309,45,7093,18/11/1976,Self employed,09/10/2018,10,998,1,0,0,0,C-Very Low Risk,4.00E+05,4.00E+05,0,0,1yrs 0mon,1yrs 9mon,0
565192,32184,53663,61.68,14234,86,2699,19/07/1987,Salaried,09/10/2018,4,418,1,0,0,0,J-High Risk,834060,834060,2,0,1yrs 4mon,4yrs 3mon,0
565467,60213,78500,77.71,15097,86,2368,31/05/1981,Salaried,09/10/2018,4,1490,1,0,0,0,Not Scored: No Activity seen on the customer (Inactive),8000,8000,0,0,0yrs 2mon,0yrs 3mon,0
