"ID","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","FLAG_WORK_PHONE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","default"
5061243,"F","N","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",-21881,365243,1,0,0,0,"",2,0
5061244,"F","N","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",-21881,365243,1,0,0,0,"",2,0
5061245,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061246,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061253,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061255,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061256,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061257,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061258,"F","N","Y",0,112500,"Working","Incomplete higher","Civil marriage","House / apartment",-9301,-1751,1,0,0,0,"",2,0
5061263,"M","N","Y",1,225000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-11183,-320,1,1,1,0,"Drivers",3,0
5061265,"F","N","Y",0,211500,"Working","Secondary / secondary special","Married","House / apartment",-16692,-1901,1,0,0,0,"Sales staff",2,0
5061271,"F","Y","Y",0,85500,"Working","Higher education","Married","House / apartment",-18438,-9724,1,0,1,0,"Core staff",2,0
5061272,"F","Y","Y",0,85500,"Working","Higher education","Married","House / apartment",-18438,-9724,1,0,1,0,"Core staff",2,0
5061277,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-14130,-2877,1,1,1,1,"Private service staff",2,0
5061279,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-14130,-2877,1,1,1,1,"Private service staff",2,0
5061281,"M","N","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-14130,-2877,1,1,1,1,"Private service staff",2,0
5061286,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23021,365243,1,0,0,0,"",2,0
5061288,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23021,365243,1,0,0,0,"",2,0
5061290,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23021,365243,1,0,0,0,"",2,1
5061293,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23021,365243,1,0,0,0,"",2,0
5061294,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23021,365243,1,0,0,0,"",2,0
5061296,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","With parents",-15675,-8691,1,1,1,0,"Medicine staff",2,0
5061298,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","With parents",-15675,-8691,1,1,1,0,"Medicine staff",2,0
5061302,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","With parents",-15675,-8691,1,1,1,0,"Medicine staff",2,0
5061303,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","With parents",-15675,-8691,1,1,1,0,"Medicine staff",2,0
5061304,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","With parents",-15675,-8691,1,1,1,0,"Medicine staff",2,0
5061306,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","With parents",-15675,-8691,1,1,1,0,"Medicine staff",2,0
5061311,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19317,-6590,1,1,1,1,"Laborers",2,0
5061314,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19317,-6590,1,1,1,1,"Laborers",2,0
5061315,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19317,-6590,1,1,1,1,"Laborers",2,0
5061316,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19317,-6590,1,1,1,1,"Laborers",2,0
5061317,"F","Y","Y",1,261000,"State servant","Higher education","Married","House / apartment",-15050,-1628,1,0,0,0,"Managers",3,0
5061322,"F","Y","Y",1,261000,"State servant","Higher education","Married","House / apartment",-15050,-1628,1,0,0,0,"Managers",3,0
5061330,"M","Y","Y",0,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-21080,-4369,1,1,1,0,"High skill tech staff",2,0
5061333,"F","Y","Y",1,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13399,-1386,1,0,0,0,"High skill tech staff",3,0
5061334,"F","N","Y",0,94500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24302,365243,1,0,0,0,"",1,0
5061336,"F","N","Y",0,94500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24302,365243,1,0,0,0,"",1,0
5061347,"F","Y","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21622,365243,1,0,0,0,"",2,0
5061349,"F","Y","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21622,365243,1,0,0,0,"",2,0
5061351,"F","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-18313,-4946,1,0,0,0,"Core staff",1,0
5061353,"F","N","Y",0,157500,"Working","Secondary / secondary special","Single / not married","House / apartment",-18313,-4946,1,0,0,0,"Core staff",1,0
5061355,"F","N","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-13048,-440,1,0,0,1,"Private service staff",3,0
5061358,"M","N","Y",0,65250,"Pensioner","Higher education","Married","House / apartment",-20872,365243,1,0,0,0,"",2,0
5061361,"M","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-9147,-198,1,0,0,0,"Security staff",1,0
5061364,"M","Y","Y",0,180000,"Working","Higher education","Single / not married","House / apartment",-9435,-532,1,0,0,0,"Drivers",1,0
5061365,"M","Y","Y",0,180000,"Working","Higher education","Single / not married","House / apartment",-9435,-532,1,0,0,0,"Drivers",1,0
5061369,"F","N","Y",1,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17068,-8325,1,0,0,0,"Laborers",2,0
5061371,"F","N","Y",1,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17068,-8325,1,0,0,0,"Laborers",2,0
5061372,"F","N","Y",1,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17068,-8325,1,0,0,0,"Laborers",2,0
5061377,"F","Y","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-19751,-2847,1,0,0,1,"",2,0
5061379,"F","Y","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-19751,-2847,1,0,0,1,"",2,0
5061381,"M","Y","N",0,450000,"Working","Secondary / secondary special","Married","House / apartment",-16009,-4642,1,0,0,0,"Sales staff",2,0
5061382,"M","Y","N",0,450000,"Working","Secondary / secondary special","Married","House / apartment",-16009,-4642,1,0,0,0,"Sales staff",2,0
5061384,"M","Y","N",0,450000,"Working","Secondary / secondary special","Married","House / apartment",-16009,-4642,1,0,0,0,"Sales staff",2,0
5061385,"M","Y","N",0,450000,"Working","Secondary / secondary special","Married","House / apartment",-16009,-4642,1,0,0,0,"Sales staff",2,0
5061391,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21056,365243,1,0,1,0,"",1,0
5061392,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21056,365243,1,0,1,0,"",1,0
5061396,"M","N","Y",0,72900,"Pensioner","Lower secondary","Married","House / apartment",-23423,365243,1,0,0,0,"",2,0
5061398,"M","N","Y",0,72900,"Pensioner","Lower secondary","Married","House / apartment",-23423,365243,1,0,0,0,"",2,0
5061399,"M","N","Y",0,72900,"Pensioner","Lower secondary","Married","House / apartment",-23423,365243,1,0,0,0,"",2,0
5061402,"F","N","N",0,153000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-16354,365243,1,0,0,0,"",1,0
5061403,"F","Y","Y",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-13014,-1386,1,0,0,1,"Laborers",4,0
5061404,"F","Y","Y",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-13014,-1386,1,0,0,1,"Laborers",4,0
5061409,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22707,365243,1,0,0,0,"",2,0
5061411,"F","N","Y",0,162000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14488,-7168,1,1,1,0,"Cooking staff",2,0
5061417,"F","N","Y",0,157500,"Working","Higher education","Married","House / apartment",-17144,-1050,1,0,0,1,"Core staff",2,0
5061418,"F","N","Y",0,270000,"Commercial associate","Lower secondary","Civil marriage","House / apartment",-14609,-1842,1,1,1,0,"Sales staff",2,0
5061422,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-16227,-4854,1,0,0,0,"Sales staff",2,0
5061423,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-16227,-4854,1,0,0,0,"Sales staff",2,0
5061428,"M","N","Y",0,225000,"State servant","Secondary / secondary special","Married","House / apartment",-13764,-1111,1,0,0,0,"",2,0
5061432,"F","N","Y",0,56250,"Pensioner","Secondary / secondary special","Married","House / apartment",-23843,365243,1,0,1,0,"",2,0
5061434,"F","N","Y",0,292500,"Working","Secondary / secondary special","Single / not married","House / apartment",-13434,-3515,1,0,0,1,"",1,0
5061439,"F","N","Y",1,112500,"Working","Higher education","Married","House / apartment",-21271,-14473,1,0,0,1,"High skill tech staff",3,0
5061442,"F","N","Y",1,112500,"Working","Higher education","Married","House / apartment",-21271,-14473,1,0,0,1,"High skill tech staff",3,0
5061449,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061450,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061456,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061460,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061461,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061462,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061463,"F","N","Y",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18114,-10121,1,0,0,0,"High skill tech staff",2,0
5061467,"M","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-11794,-1720,1,1,1,0,"Laborers",2,1
5061469,"F","N","Y",1,112500,"Working","Higher education","Married","House / apartment",-10831,-1263,1,0,0,0,"Laborers",3,0
5061471,"F","N","Y",1,112500,"Working","Higher education","Married","House / apartment",-10831,-1263,1,0,0,0,"Laborers",3,0
5061473,"M","Y","Y",1,324000,"Working","Higher education","Married","House / apartment",-11296,-3181,1,1,1,0,"High skill tech staff",3,0
5061474,"M","Y","Y",1,324000,"Working","Higher education","Married","House / apartment",-11296,-3181,1,1,1,0,"High skill tech staff",3,0
5061481,"F","N","Y",1,225000,"Commercial associate","Higher education","Married","House / apartment",-9615,-2266,1,0,0,1,"Managers",3,0
5061482,"F","N","Y",1,225000,"Commercial associate","Higher education","Married","House / apartment",-9615,-2266,1,0,0,1,"Managers",3,0
5061483,"F","N","Y",1,225000,"Commercial associate","Higher education","Married","House / apartment",-9615,-2266,1,0,0,1,"Managers",3,0
5061484,"M","Y","Y",3,270000,"Commercial associate","Higher education","Married","House / apartment",-13964,-836,1,0,0,1,"Drivers",5,0
5061486,"M","Y","Y",3,270000,"Commercial associate","Higher education","Married","House / apartment",-13964,-836,1,0,0,1,"Drivers",5,0
5061489,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,0
5061494,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,0
5061497,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,0
5061498,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,0
5061499,"F","N","Y",1,135000,"Working","Incomplete higher","Married","House / apartment",-15948,-9359,1,0,0,0,"",3,0
5061504,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21464,365243,1,0,0,0,"",2,0
5061506,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21464,365243,1,0,0,0,"",2,0
5061509,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21464,365243,1,0,0,0,"",2,0
5061510,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21464,365243,1,0,0,0,"",2,0
5061514,"F","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-18767,-1842,1,0,0,0,"Cleaning staff",2,0
5061519,"F","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-18767,-1842,1,0,0,0,"Cleaning staff",2,0
5061522,"F","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-18767,-1842,1,0,0,0,"Cleaning staff",2,0
5061528,"F","N","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-14152,-4673,1,0,0,0,"",3,0
5061530,"F","N","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-14152,-4673,1,0,0,0,"",3,0
5061532,"F","N","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-14152,-4673,1,0,0,0,"",3,0
5061535,"F","N","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-14152,-4673,1,0,0,0,"",3,0
5061553,"F","Y","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24121,365243,1,0,0,0,"",2,0
5061556,"F","Y","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24121,365243,1,0,0,0,"",2,0
5061558,"F","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-15047,-1720,1,1,0,0,"Laborers",2,0
5061560,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,0
5061561,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,0
5061562,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,0
5061563,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,0
5061565,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,0
5061568,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18759,365243,1,0,0,0,"",2,0
5061569,"F","N","N",0,189000,"Working","Secondary / secondary special","Married","Municipal apartment",-18452,-137,1,0,0,0,"Laborers",2,0
5061571,"F","N","N",0,189000,"Working","Secondary / secondary special","Married","Municipal apartment",-18452,-137,1,0,0,0,"Laborers",2,0
5061578,"F","N","Y",0,495000,"Commercial associate","Higher education","Married","House / apartment",-19682,-3880,1,0,1,1,"Managers",2,0
5061586,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22870,365243,1,0,0,1,"",1,0
5061588,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22870,365243,1,0,0,1,"",1,0
5061590,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22870,365243,1,0,0,1,"",1,0
5061596,"F","Y","Y",2,175500,"State servant","Secondary / secondary special","Married","House / apartment",-18676,-532,1,0,0,0,"Core staff",4,0
5061601,"F","N","Y",0,62653.5,"Working","Secondary / secondary special","Separated","House / apartment",-19658,-320,1,1,1,0,"Sales staff",1,0
5061603,"F","N","Y",0,121500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-24530,365243,1,0,0,0,"",2,0
5061604,"F","N","Y",0,121500,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-24530,365243,1,0,0,0,"",2,0
5061607,"M","Y","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-11378,-867,1,0,1,0,"Drivers",3,0
5061608,"M","Y","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-11378,-867,1,0,1,0,"Drivers",3,0
5061612,"M","Y","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-11378,-867,1,0,1,0,"Drivers",3,0
5061614,"M","Y","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-11378,-867,1,0,1,0,"Drivers",3,0
5061615,"M","Y","Y",1,225000,"Working","Secondary / secondary special","Married","House / apartment",-11378,-867,1,0,1,0,"Drivers",3,0
5061619,"M","Y","Y",0,427500,"State servant","Incomplete higher","Single / not married","Rented apartment",-11943,-3150,1,0,1,0,"High skill tech staff",1,0
5061623,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Single / not married","With parents",-9181,-320,1,0,0,0,"Medicine staff",1,0
5061624,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Single / not married","With parents",-9181,-320,1,0,0,0,"Medicine staff",1,0
5061636,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-21664,365243,1,0,1,0,"",2,0
5061637,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-21664,365243,1,0,1,0,"",2,0
5061642,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-21664,365243,1,0,1,0,"",2,0
5061644,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-21664,365243,1,0,1,0,"",2,0
5061649,"M","N","Y",1,157500,"State servant","Incomplete higher","Married","House / apartment",-8948,-1751,1,0,0,0,"Core staff",3,0
5061650,"M","N","Y",1,157500,"State servant","Incomplete higher","Married","House / apartment",-8948,-1751,1,0,0,0,"Core staff",3,1
5061651,"M","N","Y",1,157500,"State servant","Incomplete higher","Married","House / apartment",-8948,-1751,1,0,0,0,"Core staff",3,0
5061652,"M","N","Y",1,157500,"State servant","Incomplete higher","Married","House / apartment",-8948,-1751,1,0,0,0,"Core staff",3,0
5061654,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-16859,-1659,1,1,1,0,"Drivers",2,0
5061655,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061656,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061657,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061658,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061660,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061661,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061663,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061666,"F","N","N",0,252000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22765,365243,1,0,0,0,"",1,0
5061668,"F","Y","Y",0,279000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21177,365243,1,0,0,0,"",2,0
5061670,"F","Y","Y",0,279000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21177,365243,1,0,0,0,"",2,0
5061671,"F","Y","Y",0,279000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21177,365243,1,0,0,0,"",2,0
5061673,"F","Y","Y",0,279000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21177,365243,1,0,0,0,"",2,0
5061680,"M","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-11822,-4246,1,0,0,0,"",2,0
5061682,"M","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-11822,-4246,1,0,0,0,"",2,0
5061691,"F","N","Y",1,67500,"Commercial associate","Higher education","Married","House / apartment",-9122,-1567,1,0,0,1,"Waiters/barmen staff",3,1
5061696,"M","N","Y",0,157500,"Commercial associate","Incomplete higher","Separated","House / apartment",-13463,-1993,1,0,0,0,"Security staff",1,0
5061698,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17840,-1993,1,0,1,1,"High skill tech staff",2,0
5061699,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17840,-1993,1,0,1,1,"High skill tech staff",2,0
5061700,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17840,-1993,1,0,1,1,"High skill tech staff",2,0
5061702,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17840,-1993,1,0,1,1,"High skill tech staff",2,0
5061706,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17840,-1993,1,0,1,1,"High skill tech staff",2,0
5061712,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,0
5061713,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,0
5061714,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,1
5061715,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,0
5061720,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,0
5061725,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1,0
5061732,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23929,365243,1,0,1,0,"",1,0
5061740,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23929,365243,1,0,1,0,"",1,0
5061742,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23929,365243,1,0,1,0,"",1,0
5061746,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23929,365243,1,0,1,0,"",1,1
5061747,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23929,365243,1,0,1,0,"",1,0
5061753,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23035,365243,1,0,1,0,"",2,0
5061755,"F","Y","N",1,135000,"Working","Higher education","Married","Rented apartment",-11262,-563,1,0,0,1,"Accountants",3,0
5061773,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21049,365243,1,0,0,0,"",1,0
5061780,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21049,365243,1,0,0,0,"",1,0
5061781,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21049,365243,1,0,0,0,"",1,0
5061784,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-14185,-958,1,0,1,1,"Laborers",3,0
5061787,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-14185,-958,1,0,1,1,"Laborers",3,0
5061788,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-14185,-958,1,0,1,1,"Laborers",3,0
5061792,"F","N","N",0,113400,"Pensioner","Higher education","Married","House / apartment",-20219,365243,1,0,0,0,"",2,0
5061793,"M","N","Y",0,112500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-10594,-2116,1,0,0,1,"Security staff",1,0
5061796,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20924,-1050,1,0,0,0,"Cleaning staff",1,0
5061800,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20924,-1050,1,0,0,0,"Cleaning staff",1,0
5061802,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20924,-1050,1,0,0,0,"Cleaning staff",1,0
5061803,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20924,-1050,1,0,0,0,"Cleaning staff",1,0
5061807,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20924,-1050,1,0,0,0,"Cleaning staff",1,0
5061808,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Widow","House / apartment",-20924,-1050,1,0,0,0,"Cleaning staff",1,0
5061812,"F","N","Y",0,112500,"Working","Incomplete higher","Single / not married","Rented apartment",-8347,-1598,1,0,0,0,"Laborers",1,0
5061817,"F","N","Y",0,112500,"Working","Incomplete higher","Single / not married","Rented apartment",-8347,-1598,1,0,0,0,"Laborers",1,0
5061824,"F","N","Y",0,112500,"Working","Incomplete higher","Single / not married","Rented apartment",-8347,-1598,1,0,0,0,"Laborers",1,0
5061828,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22616,365243,1,0,0,0,"",2,0
5061829,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22616,365243,1,0,0,0,"",2,0
5061831,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22616,365243,1,0,0,0,"",2,0
5061837,"F","Y","Y",0,225000,"Working","Higher education","Separated","Rented apartment",-11031,-137,1,1,0,0,"",1,0
5061843,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19654,-1751,1,0,1,0,"",2,0
5061845,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19654,-1751,1,0,1,0,"",2,0
5061847,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19654,-1751,1,0,1,0,"",2,0
5061848,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19654,-1751,1,0,1,0,"",2,0
5061850,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-12590,-928,1,0,0,0,"High skill tech staff",3,0
5061851,"F","N","Y",1,135000,"Commercial associate","Higher education","Married","House / apartment",-13202,-137,1,0,0,0,"",3,0
5061854,"F","N","Y",0,189000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20147,365243,1,0,0,0,"",2,0
5061855,"F","N","Y",0,189000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20147,365243,1,0,0,0,"",2,0
5061856,"F","N","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-8955,-1171,1,1,0,0,"Sales staff",1,0
5061857,"F","N","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-8955,-1171,1,1,0,0,"Sales staff",1,0
5061858,"F","N","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-8955,-1171,1,1,0,0,"Sales staff",1,0
